index,subject,gender,filename,interval,task,attitude,intst,inted,f0md,f0mn,f0sd,f0mx,f0mi,f0range,inmd,inrange,jitloc,jitrap,jitppq5,periodsd,shimloc,shimapq11,shimapq3,h1mh2mn,slopen0114,slopen5228,mnHNR,mnNHR,jitlocvr,jitrapvr,shimlocvr,shimapq3vr,h1h2mn,h1h2md,h1h2sd,h1h2cI,h1h2cH,h1a3,h1a3cI,h1a3cH,f0mnf
22,F2,F,Korean_F2,dct_1_2_impol,dct,inf,751.404,759.33,95.5,254.4,2.24,19.9,13.8,6,61.4,24,0.01953,0.01016,0.00985,5.00E-04,0.07044,0.05644,0.02701,21.5,-19.4,-12.4,17.1,0.0616,0.01953,0.01016,0.07044,0.02701,NA,NA,NA,5.53,5.68,-39.41,0,29.25,173.1
23,F2,F,Korean_F2,dct_2_1_pol,dct,pol,791.771,797.724,97,266.2,3.45,20.5,5.7,14.7,59.6,23.3,0.01734,0.00833,0.0083,8.00E-04,0.05447,0.04328,0.01962,14.23,-21.7,-16.6,18.3,0.0563,0.01734,0.00833,0.05449,0.01964,NA,NA,NA,4.8,12.43,-37.4,0,32.98,286.3
24,F2,F,Korean_F2,dct_2_2_impol,dct,inf,822.755,826.618,97.1,267.1,4.99,20.5,3.6,16.8,59.7,21.6,0.02193,0.01155,0.01062,0.0011,0.09473,0.0724,0.04126,13.14,-17,-17.3,15.3,0.0767,0.02193,0.01155,0.09473,0.04126,NA,NA,NA,4.01,12.13,-40.68,0,30.57,263.9
25,F2,F,Korean_F2,dct_3_1_pol,dct,pol,859.478,864.299,97.4,283,2.44,21.8,14.9,6.9,61.1,25.2,0.01722,0.00806,0.00798,5.00E-04,0.05733,0.04559,0.02061,14.79,-16.7,-14.5,17.1,0.0664,0.01709,0.00802,0.05728,0.0206,NA,NA,NA,8.85,9.46,-32.23,-1.37,27.85,283.3
26,F2,F,Korean_F2,dct_3_2_impol,dct,inf,885.12,888.513,99.1,296.5,2.81,22.4,14.5,7.9,61.9,25.7,0.01765,0.00877,0.00835,6.00E-04,0.07244,0.06106,0.02636,12.81,-16.3,-18.4,16.3,0.0597,0.01765,0.00877,0.07244,0.02636,NA,NA,NA,5.55,9.77,-33.2,0,25.74,283.5
27,F2,F,Korean_F2,dct_4_1_pol,dct,pol,931.617,937.041,97.4,273.1,3.96,22.1,13.4,8.7,63.4,17.3,0.01973,0.01132,0.01021,9.00E-04,0.06019,0.05001,0.0243,12.69,-19.9,-12.3,17.7,0.0422,0.01973,0.01132,0.06019,0.0243,NA,NA,NA,1.64,5.73,-35.72,0,26.47,192.6
28,F2,F,Korean_F2,dct_4_2_impol,dct,inf,961.455,966.078,97.8,295.9,3.25,23.1,14.1,9.1,63,23.6,0.02048,0.01034,0.00948,6.00E-04,0.06415,0.04676,0.02706,8.86,-19.9,-14.8,17.7,0.0518,0.02048,0.01034,0.06415,0.02706,NA,NA,NA,5.94,10.8,-34.84,-2.54,32.33,256.6
29,F2,F,Korean_F2,dct_5_1_pol,dct,pol,1030.516,1034.382,97,276.1,1.35,20.1,15.7,4.5,60.6,16.9,0.01553,0.00833,0.00789,3.00E-04,0.06192,0.0527,0.02541,17.56,-21.3,-18.5,18.9,0.0396,0.01553,0.00833,0.06192,0.02541,NA,NA,NA,14.12,18.52,-40.69,0,32.49,265.2
30,F2,F,Korean_F2,dct_5_2_impol,dct,inf,1086.598,1089.199,97.8,293.8,2.08,22.3,16.3,6,62.5,21.3,0.01302,0.00624,0.00681,4.00E-04,0.04996,0.0363,0.02094,7.56,-18.6,-16.9,19.5,0.0467,0.01291,0.0062,0.0499,0.02091,NA,NA,NA,7.62,8.84,-38.82,0,31.15,324.7
32,F3,F,Korean_F3,note_1_1_pol,not,pol,218.242,250.6,94.4,239.2,2.57,19.4,11.1,8.3,67,25.9,0.01276,0.00505,0.00567,6.00E-04,0.05156,0.05162,0.01449,10.43,-23.3,-19.8,19.9,0.0354,0.01276,0.00505,0.05154,0.01448,NA,NA,NA,5.2,13.37,-37.75,1.09,33.27,215.9
33,F3,F,Korean_F3,note_1_2_impol,not,inf,318.68,361.605,95.9,258.1,3.03,20.9,11.5,9.4,67.1,28.9,0.01319,0.00513,0.00579,7.00E-04,0.05437,0.05451,0.0159,6.18,-17.9,-22.7,18.5,0.0415,0.01319,0.00513,0.05434,0.01589,NA,NA,NA,6,14.5,-34.02,0,31.23,188.6
34,F3,F,Korean_F3,note_2_1_impol,not,inf,427.236,476.735,95.2,250.4,3.14,20.4,11.4,8.9,66.6,31.6,0.01409,0.00555,0.00631,7.00E-04,0.05277,0.05423,0.01525,8.66,-17.4,-23.6,18.7,0.0439,0.01408,0.00554,0.05274,0.01523,NA,NA,NA,6.89,14.66,-35.93,0,33.07,171.8
35,F3,F,Korean_F3,note_2_2_pol,not,pol,552.268,608.046,95.1,244.7,3.25,19.7,10.3,9.4,65,26.3,0.01364,0.00599,0.00622,8.00E-04,0.05337,0.04926,0.01614,10.52,-21,-21.2,19.3,0.0396,0.01362,0.00598,0.05337,0.01614,NA,NA,NA,4.46,14.34,-36.43,0.34,32.56,193.6
36,F3,F,Korean_F3,dct_1_1_pol,dct,pol,655.28,671.735,93.9,237.7,2.9,19.8,10.7,9.1,64.2,25.6,0.01223,0.00498,0.00544,7.00E-04,0.04506,0.04133,0.01222,10.1,-24,-19.7,20.7,0.033,0.01223,0.00498,0.04506,0.01222,NA,NA,NA,4.24,10.19,-40.55,0,35.06,202.7
37,F3,F,Korean_F3,dct_1_2_impol,dct,inf,708.064,716.227,94.1,234.4,2.49,19.3,11.2,8.1,65.9,27.1,0.01339,0.00555,0.00662,6.00E-04,0.05558,0.05831,0.01571,4.49,-21.4,-20.7,19,0.0392,0.01335,0.00553,0.05554,0.01571,NA,NA,NA,5.73,14.12,-38.3,0,35.04,273.4
38,F3,F,Korean_F3,dct_2_1_pol,dct,pol,757.998,779.737,94.2,237.9,2.46,18.8,12,6.7,64.3,28.7,0.01113,0.00422,0.00503,6.00E-04,0.04872,0.04696,0.01251,13.03,-24.2,-15.7,21.6,0.0296,0.01107,0.00419,0.04871,0.0125,NA,NA,NA,4.7,8.53,-40.59,0,30.7,237.7
39,F3,F,Korean_F3,dct_2_2_impol,dct,inf,815.026,821.858,94.6,243.6,3.23,20.4,11.7,8.7,64.1,26.1,0.0122,0.00513,0.00555,9.00E-04,0.05187,0.05673,0.015,9.14,-21.5,-19.1,20.2,0.0409,0.0122,0.00513,0.05187,0.015,NA,NA,NA,13.36,18.23,-37.79,1.27,40.41,236.3
40,F3,F,Korean_F3,dct_3_1_pol,dct,pol,866.643,878.07,96.7,268.8,2.54,20.6,13.1,7.5,65,28.9,0.01215,0.00487,0.00492,6.00E-04,0.05041,0.04343,0.01402,12.17,-22.7,-14.6,20.7,0.0295,0.01215,0.00487,0.05041,0.01402,NA,NA,NA,3.37,2.82,-41.01,0,30.04,248
41,F3,F,Korean_F3,dct_3_2_impol,dct,inf,913.799,919.554,97.4,279.8,3.01,21.9,12.3,9.7,67.3,29.7,0.0108,0.00409,0.00487,6.00E-04,0.04782,0.04624,0.01256,4.47,-16.8,-24.4,19.8,0.0305,0.0108,0.00409,0.04782,0.01256,NA,NA,NA,4.86,8.44,-34.38,0,23.85,223.7
42,F3,F,Korean_F3,dct_4_1_pol,dct,pol,953.893,958.841,96.6,276.4,2.87,22.1,12.9,9.2,67.3,16.6,0.01112,0.00412,0.0052,6.00E-04,0.04263,0.03947,0.01236,6.37,-20.1,-19.1,20.6,0.0299,0.01112,0.00412,0.04263,0.01236,NA,NA,NA,3.93,11.52,-34.24,0,32.13,225.3
43,F3,F,Korean_F3,dct_4_2_impol,dct,inf,990.692,995.433,99.1,305.7,3.15,23.7,13.4,10.3,66.7,23.7,0.01373,0.00546,0.00628,6.00E-04,0.0554,0.05095,0.01741,6.72,-16.9,-20.4,18.1,0.0486,0.01373,0.00546,0.0554,0.01741,NA,NA,NA,8.75,18.34,-28.36,0,30.29,251
44,F3,F,Korean_F3,dct_5_1_pol,dct,pol,1030.995,1035.05,94.7,239,2.05,18.2,11.5,6.6,65.6,19.2,0.01006,0.00397,0.00465,5.00E-04,0.04466,0.04172,0.01065,15.87,-21.3,-18.1,21.2,0.0307,0.01006,0.00397,0.04466,0.01065,NA,NA,NA,6.55,15.98,-38.86,1.5,30.8,208.2
45,F3,F,Korean_F3,dct_5_2_impol,dct,inf,1060.735,1066.245,94,250.9,4.09,23.5,10.9,12.5,63.6,31.4,0.01399,0.00622,0.0066,0.001,0.05606,0.05084,0.01866,5.96,-19.3,-21,18.4,0.0449,0.01382,0.00609,0.05593,0.0186,NA,NA,NA,3.29,9.32,-35.06,1.76,25.44,195.3
47,F4,F,Korean_F4,note_1_1_pol,not,pol,215.689,260.176,92,213.4,3.34,19,8.2,10.8,63.1,25,0.01406,0.00537,0.0063,9.00E-04,0.05247,0.0493,0.01473,10.31,-19.1,-20.4,19.1,0.0434,0.01405,0.00537,0.05246,0.01472,NA,NA,NA,6.5,13.73,-37.29,0,33.8,252.7
48,F4,F,Korean_F4,note_1_2_impol,not,inf,343.809,426.248,93.2,227.9,3.78,20.1,8.2,11.9,64.1,31.8,0.0153,0.00563,0.00682,0.001,0.0562,0.05462,0.01618,8.06,-16.5,-21.3,17.7,0.0549,0.01526,0.00561,0.05615,0.01616,NA,NA,NA,7.3,13.44,-33.86,-0.11,30.13,258.6
49,F4,F,Korean_F4,note_2_1_impol,not,inf,506.011,585.796,92.7,224.9,4.18,20.4,7.5,12.9,62.6,32,0.01769,0.00703,0.00798,0.0011,0.05682,0.0517,0.01731,7.65,-14.9,-20.6,16.9,0.0588,0.01767,0.00701,0.05676,0.01727,NA,NA,NA,7.6,13.79,-34.39,0,31.42,223.4
50,F4,F,Korean_F4,note_2_2_pol,not,pol,655.237,737.595,92,215.6,3.88,19.8,7.9,11.9,62.6,28,0.01598,0.00631,0.00712,0.0011,0.05361,0.04919,0.01615,7.53,-16.5,-21.5,18.1,0.0518,0.01595,0.00629,0.05357,0.01612,NA,NA,NA,7.38,15.36,-35.4,-0.03,32.97,175.4
51,F4,F,Korean_F4,dct_1_1_pol,dct,pol,777.733,800.668,90.6,193.5,4.42,16.9,3.4,13.5,59.3,27.3,0.01522,0.00639,0.00686,0.0014,0.05083,0.0436,0.01491,9.16,-22.2,-16.9,19.2,0.0465,0.01513,0.00634,0.05066,0.01483,NA,NA,NA,6.18,14.35,-40.74,0,37.73,111.3
52,F4,F,Korean_F4,dct_1_2_impol,dct,inf,825.082,832.442,93,221.3,3.27,19.5,8.7,10.8,61.2,24.7,0.01799,0.0078,0.0092,8.00E-04,0.05846,0.05329,0.01628,9.19,-20.8,-17.1,17.6,0.0549,0.01778,0.00773,0.05831,0.01622,NA,NA,NA,7.79,15.82,-36.55,-1.12,35.88,278.2
53,F4,F,Korean_F4,dct_2_1_pol,dct,pol,860.688,872.892,92,206.2,3.97,17.4,8.1,9.3,64.2,21.2,0.01241,0.00546,0.0059,0.0012,0.04903,0.04543,0.01517,8.48,-19,-22.1,19.7,0.0417,0.01241,0.00546,0.04903,0.01517,NA,NA,NA,5.12,12.35,-37.26,0,32.7,81.7
54,F4,F,Korean_F4,dct_2_2_impol,dct,inf,895.261,899.977,94.6,245,2.83,20.2,11.1,9.1,63.8,20.6,0.01486,0.00619,0.00768,7.00E-04,0.05835,0.06044,0.01564,4.45,-18.5,-23.8,18.1,0.0541,0.01486,0.00619,0.05835,0.01564,NA,NA,NA,4.9,13.29,-37.65,0,36.02,314.8
55,F4,F,Korean_F4,dct_3_1_pol,dct,pol,936.79,944.81,92,208.5,3.81,17.5,8.4,9.1,62.1,29.6,0.01417,0.00626,0.00674,0.0011,0.05491,0.05742,0.01562,9.67,-23.2,-20,20.2,0.0427,0.01417,0.00626,0.05481,0.01553,NA,NA,NA,5.06,20.51,-39.98,0,32.76,115.3
56,F4,F,Korean_F4,dct_3_2_impol,dct,inf,962.007,964.407,92.3,219.1,3.54,18.9,8.3,10.6,64.8,21.6,0.01654,0.00635,0.00838,9.00E-04,0.06606,0.06199,0.02057,0,-17.5,-16.2,17.1,0.054,0.01638,0.00634,0.06604,0.02057,NA,NA,NA,0.32,14.16,-29.95,0,22.59,172.6
57,F4,F,Korean_F4,dct_4_1_pol,dct,pol,988.354,991.085,97.1,268.7,2.37,20.7,12.5,8.2,64.5,16.5,0.01213,0.00564,0.00588,5.00E-04,0.04195,0.04232,0.01391,-2.55,-13,-22.6,19.5,0.0329,0.01213,0.00564,0.04195,0.01391,NA,NA,NA,9.86,24.26,-20.64,0,22.23,274.1
58,F4,F,Korean_F4,dct_4_2_impol,dct,inf,1015.892,1018.094,95.8,255.7,4.27,24.1,9.7,14.5,62.8,28.6,0.0145,0.00486,0.0057,0.001,0.04803,0.04435,0.01426,0,-15.4,-28,18.2,0.0444,0.01448,0.00484,0.04782,0.01417,NA,NA,NA,9.19,36.5,-28.03,0,28.08,296.1
59,F4,F,Korean_F4,dct_5_1_pol,dct,pol,1044.099,1055.62,93.3,229.8,2.92,19.8,10.4,9.4,63.5,21.1,0.01253,0.00544,0.00596,7.00E-04,0.0542,0.05348,0.01686,8.03,-18.1,-23.1,18.6,0.0438,0.01247,0.00542,0.05413,0.01684,NA,NA,NA,7.85,11.91,-34.59,3.03,29.18,172
60,F4,F,Korean_F4,dct_5_2_impol,dct,inf,1072.211,1080.546,91.5,209,3.53,19.2,7.1,12.2,61,23.4,0.01768,0.00735,0.00828,0.001,0.06656,0.06673,0.01988,6.57,-18,-21.7,17.4,0.056,0.01768,0.00735,0.06656,0.01988,NA,NA,NA,6.54,17.48,-38.3,0,33.19,248.6
62,F5,F,Korean_F5,note_1_1_pol,not,pol,195.219,252.732,95.1,250.3,3.06,21.3,11.1,10.2,62.2,28.8,0.01121,0.00431,0.00481,7.00E-04,0.04125,0.03783,0.01183,5.44,-16.6,-23.5,20.6,0.0367,0.01113,0.00427,0.04113,0.01179,NA,NA,NA,7.19,14.66,-37.3,-0.09,38.89,213.7
63,F5,F,Korean_F5,note_1_2_impol,not,inf,300.443,382.117,95,257.2,3.92,24,10.7,13.3,64.4,30.2,0.01196,0.00444,0.00524,9.00E-04,0.0461,0.04318,0.01364,2.8,-13.5,-21.5,19,0.0451,0.01195,0.00444,0.04609,0.01363,NA,NA,NA,5.37,11.81,-30.19,-0.08,31.41,273
64,F5,F,Korean_F5,note_2_1_impol,not,inf,426.657,501.086,95.9,268.1,3.98,24.2,10.7,13.5,64,32.3,0.01415,0.00543,0.00633,9.00E-04,0.05009,0.0459,0.01466,1.76,-13.2,-23.1,18.1,0.0536,0.01413,0.00543,0.05008,0.01465,NA,NA,NA,6.89,11.22,-33.75,-0.003,34.02,258
65,F5,F,Korean_F5,note_2_2_pol,not,pol,546.319,634.318,95.8,268.5,3.68,23.5,11.4,12.1,63.2,32.4,0.01103,0.0041,0.00465,8.00E-04,0.04338,0.03954,0.01304,3.86,-14,-23.5,19.4,0.0403,0.01101,0.00409,0.04337,0.01304,NA,NA,NA,6.42,12.91,-33.3,0.06,33.94,242.9
66,F5,F,Korean_F5,dct_1_1_pol,dct,pol,737.354,767.437,95.7,270.1,3.49,23.3,12.5,10.9,62.6,31.8,0.01049,0.00375,0.00433,8.00E-04,0.04652,0.04364,0.01426,2.2,-12.9,-25.9,19.5,0.0375,0.01049,0.00375,0.04652,0.01426,NA,NA,NA,5.57,10.76,-35.09,0,35.95,254.7
67,F5,F,Korean_F5,dct_1_2_impol,dct,inf,796.394,809.06,98.4,298.6,4.36,24.6,10.8,13.8,65.2,31.4,0.01037,0.00376,0.00439,9.00E-04,0.03869,0.03504,0.01181,3.09,-13.7,-26.3,20.2,0.0363,0.01037,0.00376,0.03869,0.01181,NA,NA,NA,1.62,11.49,-34.5,0,32.55,387.7
68,F5,F,Korean_F5,dct_2_1_pol,dct,pol,855.062,869.883,103.9,418.6,3.65,29.8,18.8,11,72.4,37.1,0.00782,0.00287,0.00342,5.00E-04,0.05289,0.05094,0.01461,7.17,-10,-21.1,19.7,0.0335,0.00782,0.00287,0.05289,0.01461,NA,NA,NA,0.61,-3.28,-23.98,0,16.68,428
69,F5,F,Korean_F5,dct_2_2_impol,dct,inf,901.526,913.342,101.8,356.8,4.05,26.8,15.1,11.6,63.5,36,0.01452,0.00558,0.00548,8.00E-04,0.05715,0.05495,0.02069,-0.76,-9.3,-16.4,16,0.0677,0.01453,0.00557,0.05707,0.02066,NA,NA,NA,9.14,10.49,-22.01,0,23.88,441.1
70,F5,F,Korean_F5,dct_3_1_pol,dct,pol,956.785,984.124,96.5,267.4,3.48,22.2,10.7,11.5,61.4,31.9,0.01214,0.00504,0.00525,8.00E-04,0.04846,0.04444,0.01642,0.26,-14.1,-23.2,19.1,0.0385,0.01208,0.00501,0.04841,0.01642,NA,NA,NA,4.31,11.2,-30.08,0,30.48,198.9
71,F5,F,Korean_F5,dct_3_2_impol,dct,inf,1006.792,1014.42,103.9,409.3,5.13,30.5,15.3,15.2,73.4,36,0.01511,0.00501,0.00645,8.00E-04,0.0713,0.06441,0.02647,3.26,-5.6,-16.2,12.7,0.1144,0.01503,0.00497,0.07115,0.02641,NA,NA,NA,0.44,3.3,-13.97,-2.34,17.25,449.9
72,F5,F,Korean_F5,dct_4_1_pol,dct,pol,1058.686,1077.993,96.8,282.5,4,25,11.6,13.4,62.6,30.8,0.01198,0.00467,0.00546,8.00E-04,0.04273,0.0403,0.01283,1.19,-16,-25.1,19.5,0.0409,0.01189,0.00462,0.04266,0.01281,NA,NA,NA,1.75,13.04,-32,0,31.25,263.7
73,F5,F,Korean_F5,dct_4_2_impol,dct,inf,1125.657,1131.815,101.1,350.7,4.12,26.9,13.1,13.7,62,29.3,0.01537,0.00616,0.00669,7.00E-04,0.05634,0.05101,0.01989,2.81,-12,-18.2,16.6,0.0612,0.01537,0.00616,0.05638,0.01993,NA,NA,NA,2.32,12.45,-22.53,0,20.07,308.6
74,F5,F,Korean_F5,dct_5_1_pol,dct,pol,1165.007,1172.826,102.7,395.2,3.28,29.1,19.1,10,69.8,27.4,0.00823,0.0032,0.00377,5.00E-04,0.04162,0.0381,0.01306,0.64,-9.5,-25.9,21,0.0255,0.00823,0.0032,0.04162,0.01306,NA,NA,NA,1.96,5.61,-22.94,0,19.54,419.7
75,F5,F,Korean_F5,dct_5_2_impol,dct,inf,1205.767,1212.018,98.1,284.3,3.97,21,11.1,9.9,63.3,25.9,0.01754,0.00619,0.0073,9.00E-04,0.07007,0.07845,0.02075,-2.75,-7.7,-17.7,14.3,0.098,0.01754,0.00619,0.07007,0.02075,NA,NA,NA,6.45,15.22,-23.12,0,21.83,300.9
77,F6,F,Korean_F6,note_1_1_pol,not,pol,201.673,236.103,95,253.6,4.23,22.7,9.5,13.2,65.6,22.7,0.0145,0.00585,0.0066,0.001,0.07395,0.07807,0.023,4.83,-14.4,-17.7,16,0.0648,0.01442,0.00581,0.07384,0.02294,NA,NA,NA,5.13,11.42,-27.96,-0.58,25.44,205.4
78,F6,F,Korean_F6,note_1_2_impol,not,inf,278.048,329.187,94.9,251.6,4.61,22.8,8.2,14.6,65.5,27.2,0.01526,0.0058,0.00652,0.0011,0.06803,0.07033,0.01982,3.41,-12.6,-17.3,16.2,0.0667,0.01522,0.00578,0.06794,0.01976,NA,NA,NA,4.69,10.93,-28.79,-0.57,25.4,177.7
79,F6,F,Korean_F6,note_2_1_impol,not,inf,357.602,419.967,94.3,241,4.59,22.1,7.8,14.3,65,31.9,0.01607,0.00663,0.00751,0.0011,0.06435,0.0602,0.02005,5.87,-11.1,-16.5,15.6,0.0741,0.01607,0.00663,0.06435,0.02004,NA,NA,NA,7.81,13.95,-27.75,-0.43,25.78,363
80,F6,F,Korean_F6,note_2_2_pol,not,pol,453.121,496.79,95.4,255.3,4.34,22.4,8.8,13.6,65.1,30.9,0.01546,0.00661,0.00707,0.001,0.06703,0.06297,0.02117,4.49,-11.2,-18.2,15.9,0.0686,0.0154,0.00658,0.067,0.02116,NA,NA,NA,5.95,11.25,-27.08,-0.25,23.38,77.4
81,F6,F,Korean_F6,dct_1_1_pol,dct,pol,528.303,543.475,94.8,246.2,4.3,22,9.6,12.5,64.8,32.7,0.01343,0.00585,0.00621,0.001,0.05826,0.05371,0.01852,4.02,-12.4,-18.6,17.4,0.0579,0.01325,0.00575,0.05784,0.01842,NA,NA,NA,1.92,5.4,-29.79,0,21.28,175.7
82,F6,F,Korean_F6,dct_1_2_impol,dct,inf,570.008,574.197,93.6,227.5,3.27,19.3,8.5,10.8,65.1,36.4,0.01511,0.00595,0.0075,8.00E-04,0.09343,0.11538,0.02558,1.32,-12.6,-19.8,14.9,0.0679,0.01511,0.00595,0.09343,0.02558,NA,NA,NA,11.94,16.81,-24.29,0,23.87,157.4
83,F6,F,Korean_F6,dct_2_1_pol,dct,pol,595.18,601.806,92,207.6,2.78,17.1,8.1,9,64.6,28.3,0.01562,0.00678,0.00777,8.00E-04,0.05689,0.05534,0.01721,10.61,-15.6,-21.5,17.6,0.0549,0.01562,0.00678,0.05689,0.01721,NA,NA,NA,6.46,11.9,-34.05,0,28.74,207.1
84,F6,F,Korean_F6,dct_2_2_impol,dct,inf,624.965,630.408,94.1,236.3,4.56,20.6,6.4,14.2,62.1,32.7,0.01954,0.00812,0.00938,0.0011,0.08067,0.08472,0.02621,2.5,-13.8,-19.1,14.4,0.0886,0.01954,0.00812,0.08067,0.02621,NA,NA,NA,6.7,10.94,-25.45,-0.36,25.96,294
85,F6,F,Korean_F6,dct_3_1_pol,dct,pol,660.423,670.893,94.9,237.6,4.5,20.1,6.8,13.3,65.1,31.2,0.01608,0.00658,0.00681,0.0011,0.06557,0.05987,0.02017,9.2,-13,-18.9,15,0.0827,0.01608,0.00658,0.06558,0.02017,NA,NA,NA,3.55,11.11,-27.2,-0.57,27.15,99.7
86,F6,F,Korean_F6,dct_3_2_impol,dct,inf,691.529,696.1,91.3,201.9,4.08,17,7.7,9.4,64.5,32.1,0.01729,0.00692,0.00889,0.0012,0.08649,0.09714,0.02567,9.13,-12.4,-22.5,14.1,0.0909,0.01712,0.00689,0.08599,0.02544,NA,NA,NA,6.65,12.43,-34.11,0,31.81,174.9
87,F6,F,Korean_F6,dct_4_1_pol,dct,pol,720.035,727.921,96.2,260.9,5.31,22.7,8.8,13.9,68.2,18.5,0.0127,0.00499,0.00553,0.0012,0.06785,0.07511,0.02131,2.66,-11.9,-16.3,15.9,0.062,0.0127,0.00499,0.0676,0.02115,NA,NA,NA,6.4,9.11,-29.56,0,23.58,172.2
88,F6,F,Korean_F6,dct_4_2_impol,dct,inf,750.02,751.626,94.7,256.2,3.39,20.4,11.7,8.7,68,35.6,0.01393,0.00496,0.00509,8.00E-04,0.08302,0.09724,0.0206,0,-15.2,-20.6,16.2,0.0527,0.01393,0.00496,0.08302,0.0206,NA,NA,NA,8.44,9.58,-21.85,10.29,28.45,255.8
89,F6,F,Korean_F6,dct_5_1_pol,dct,pol,775.361,784.417,92.6,222.2,3.73,19.8,7.8,11.9,66.5,23.7,0.01448,0.0059,0.00709,0.001,0.05782,0.0566,0.01739,4.85,-18.1,-20.6,18.9,0.0558,0.01418,0.0057,0.05754,0.01718,NA,NA,NA,1.49,11.62,-32.14,0,26,148.3
90,F6,F,Korean_F6,dct_5_2_impol,dct,inf,801.775,802.763,97.3,263.9,3.53,19.4,14.5,4.9,69.1,34.9,0.01449,0.00578,0.00623,8.00E-04,0.08136,0.08615,0.01847,0,-8.6,-17.5,12.6,0.0924,0.01449,0.00578,0.08136,0.01847,NA,NA,NA,3.52,7.72,-15.28,0,22.2,292
92,F7,F,Korean_F7,note_1_1_pol,not,pol,179.679,211.294,93.6,231.9,3.32,18.4,11.3,7.1,61.1,21.9,0.01814,0.00845,0.00892,8.00E-04,0.06173,0.05858,0.01844,8.05,-21.7,-15.5,18.2,0.0539,0.0178,0.00829,0.06081,0.01813,NA,NA,NA,9.08,15.38,-34.35,-0.07,35.69,217.8
93,F7,F,Korean_F7,note_1_2_impol,not,inf,276.784,320.839,93.5,229.5,2.56,18,11.6,6.5,61.1,26.2,0.0161,0.00731,0.00776,7.00E-04,0.05726,0.05525,0.01655,8.47,-18.7,-18,18.5,0.0441,0.01594,0.00725,0.05703,0.01646,NA,NA,NA,9.68,16.2,-36.14,0.48,33.41,225.3
94,F7,F,Korean_F7,note_2_1_impol,not,inf,393.399,446.553,93.3,222.3,2.82,17.3,10.9,6.4,58.9,28.7,0.0187,0.00892,0.00935,7.00E-04,0.06334,0.06472,0.01948,7.07,-18.7,-17.3,16.9,0.0546,0.01866,0.00891,0.06326,0.01945,NA,NA,NA,9.35,16.32,-35.25,-0.41,34.34,222.5
95,F7,F,Korean_F7,note_2_2_pol,not,pol,521.821,581.414,93.5,228,3.2,18.3,10.8,7.6,59.8,25.8,0.01682,0.00771,0.00808,8.00E-04,0.06061,0.05851,0.01871,7.52,-19.3,-16.6,17.5,0.0526,0.01664,0.00763,0.06035,0.01862,NA,NA,NA,9.54,16.69,-34.69,0.12,36.04,210.3
96,F7,F,Korean_F7,dct_1_1_pol,dct,pol,685.442,699.734,93.8,233.4,3.38,18.2,11.4,6.8,57.6,23.7,0.01591,0.00734,0.00753,9.00E-04,0.06774,0.06984,0.01989,8.52,-22.1,-14.6,17.4,0.0536,0.01547,0.00713,0.06741,0.0198,NA,NA,NA,8.22,14.57,-36.27,2.56,37.58,536.2
97,F7,F,Korean_F7,dct_1_2_impol,dct,inf,731.586,745.728,94.4,237.8,2.9,18.7,12,6.7,57.7,23.9,0.02029,0.0102,0.01023,7.00E-04,0.06011,0.05713,0.01945,5.86,-19.5,-17.8,16.4,0.0601,0.02026,0.01019,0.06005,0.01943,NA,NA,NA,8.53,14.73,-39.05,0.73,36.22,208.9
98,F7,F,Korean_F7,dct_2_1_pol,dct,pol,813.252,826.547,94,234.7,2.27,17.8,11.9,5.9,58.5,23.5,0.01594,0.00714,0.00803,6.00E-04,0.06174,0.05994,0.01855,4.29,-21.2,-16.4,17.4,0.0532,0.0158,0.00707,0.0617,0.01853,NA,NA,NA,5.99,14.68,-35.66,-0.26,34.93,202.3
99,F7,F,Korean_F7,dct_2_2_impol,dct,inf,861.829,875.567,94.5,245.4,2.61,21.5,12.2,9.3,60,23.3,0.01506,0.00742,0.00769,6.00E-04,0.08116,0.07317,0.0309,6.79,-17.1,-18.4,15.6,0.0735,0.01489,0.00733,0.08069,0.03079,NA,NA,NA,9.23,22.15,-36.74,0.37,39.09,222.5
100,F7,F,Korean_F7,dct_3_1_pol,dct,pol,919.58,927.021,94.4,242.1,2.79,19.4,11.8,7.6,57.4,25.9,0.02274,0.01141,0.01106,7.00E-04,0.06422,0.0621,0.02164,2.13,-20.5,-21,16,0.0726,0.02268,0.01139,0.06421,0.0216,NA,NA,NA,6.27,15.82,-35.41,1.05,33.27,225.1
101,F7,F,Korean_F7,dct_3_2_impol,dct,inf,948.625,956.533,95,251.1,2.69,21.4,12.4,8.9,59.4,26.4,0.01676,0.00795,0.00877,6.00E-04,0.06183,0.06523,0.02182,5.06,-15.8,-16.7,16.4,0.0559,0.01658,0.0079,0.06185,0.0218,NA,NA,NA,7.74,15.23,-33.74,-0.14,31.75,204.4
102,F7,F,Korean_F7,dct_4_1_pol,dct,pol,991.799,996.929,94.5,237.7,3.38,19.4,7.6,11.9,58.5,16.9,0.01594,0.00793,0.00825,8.00E-04,0.05992,0.05609,0.0236,2.98,-20.5,-14.2,16.6,0.0484,0.01594,0.00793,0.05992,0.0236,NA,NA,NA,9.3,13.22,-24.7,-1.15,25.04,205
