language,gender,task,langtask,speaker,scenario,condition1,condition2,dur,notes,f0mnhz,f0mdhz,f0sdhz,f0mihz,f0mahz,f0rghz,f0mnvst,f0mdvst,f0sdvst,f0mivst,f0mavst,f0rgvst,inmn,inmd,inrange,jitloc,jitrap,jitppq5,periodsd,shimloc,shimapq11,shimapq3,h1mh2mn,slopen0114,slopen5228,mnHNR,mnNHR,jitlocvr,jitrapvr,shimlocvr,shimapq3vr
Korean,F,epr,epr_kor,6,9,con,polite,9.529,,191.9,190.3,32.1,132.2,287.1,154.8,90.78,90.86,2.82,4.84,18.21,13.37,73.2,70.2,33.5,0.01134,0.0029,0.0054,0.0009,0.08161,0.07547,0.02485,3.41,-16,-22,16.8,0.1066,0.01134,0.0029,0.08161,0.02485
Korean,F,epr,epr_kor,6,9,pan,casual,7.648,,204.3,189.9,33.8,150.5,301.5,151,91.88,90.83,2.72,7.08,19.11,12.03,75.1,71.8,32.8,0.00968,0.00261,0.00491,0.0008,0.06966,0.05982,0.02195,1.2,-13.1,-24.5,17.3,0.0802,0.00968,0.00261,0.06966,0.02195
Korean,M,epr,epr_kor,1,10,con,polite,4.822,,100.2,102.5,15.3,75.5,127.1,51.6,79.56,80.16,2.73,-4.86,4.15,9.01,65.7,63,26.9,0.02391,0.00793,0.0133,0.0015,0.11682,0.11196,0.0469,-2.09,-17.7,-19.6,12.5,0.1528,0.02391,0.00793,0.11682,0.0469
Korean,M,epr,epr_kor,1,10,pan,casual,6.136,,99.7,97.2,15.7,75.7,147,71.3,79.48,79.24,2.64,-4.83,6.67,11.5,67.5,63.9,34.7,0.02387,0.00785,0.01402,0.002,0.13703,0.23987,0.04624,-1.94,-15.9,-24.6,12.2,0.1565,0.02387,0.00785,0.13703,0.04624
Korean,M,epr,epr_kor,1,1,con,polite,5.175,,99.7,99.8,14,75.6,145.3,69.7,79.5,79.7,2.44,-4.83,6.47,11.3,66,64.6,26.3,0.02327,0.00839,0.01361,0.0014,0.16172,0.13239,0.07169,-3.01,-17.1,-21.3,12.1,0.1429,0.02327,0.00839,0.16172,0.07169
Korean,M,epr,epr_kor,1,1,pan,casual,3.895,,99,93.7,16.6,76.2,146.4,70.2,79.34,78.61,2.71,-4.66,6.6,11.26,71.8,70.4,28.6,0.02049,0.00608,0.01023,0.0016,0.12344,0.15815,0.03964,-4.07,-16.2,-22.9,12.2,0.1314,0.02049,0.00608,0.12344,0.03964
Korean,M,epr,epr_kor,1,2,con,polite,6.052,,95.3,93.9,12.9,76.3,125.2,48.9,78.74,78.65,2.34,-4.67,3.89,8.56,66.5,63.4,31.6,0.0207,0.00596,0.01066,0.0014,0.09625,0.08509,0.03175,-4.49,-19.3,-16,13.5,0.1271,0.0207,0.00596,0.09625,0.03175
Korean,M,epr,epr_kor,1,2,pan,casual,5.098,,101.8,99.8,17,75.9,146,70.1,79.81,79.7,2.8,-4.7,6.55,11.25,68.4,66.5,27.8,0.01926,0.00609,0.00904,0.0016,0.10316,0.15062,0.03333,-1.39,-16.6,-23.7,13.5,0.0991,0.01926,0.00609,0.10316,0.03333
Korean,M,epr,epr_kor,1,3,con,polite,6.358,,103.3,102.2,16.1,75.5,137.3,61.8,80.07,80.11,2.73,-4.84,5.48,10.32,64.8,63.1,27.7,0.02252,0.00812,0.01361,0.0019,0.11798,0.11674,0.04852,-0.54,-19.9,-21.1,13.7,0.1324,0.02252,0.00812,0.11798,0.04852
Korean,M,epr,epr_kor,1,3,pan,casual,5.812,,106.4,105.9,18.2,76.3,141.7,65.4,80.55,80.73,2.95,-4.68,6.03,10.71,70.4,67.8,32.9,0.02269,0.0076,0.01236,0.0016,0.12544,0.1148,0.04153,-3.17,-18.4,-21.8,13,0.1578,0.02269,0.0076,0.12544,0.04153
Korean,M,epr,epr_kor,1,4,con,polite,8.104,,100.4,98.1,14.3,75.3,137.2,61.9,79.62,79.39,2.44,-4.89,5.48,10.36,67.4,64.5,31.8,0.02121,0.00714,0.01341,0.0014,0.11781,0.09904,0.04803,-1.78,-17.4,-15.5,12.3,0.1416,0.02121,0.00714,0.11781,0.04803
Korean,M,epr,epr_kor,1,4,pan,casual,6.95,,111.2,111.5,16.8,76.5,150.2,73.6,81.37,81.61,2.61,-4.59,7.01,11.6,71.7,68,39.7,0.01934,0.00526,0.00849,0.0014,0.10407,0.13155,0.03565,-3.91,-14.5,-18.7,12.7,0.124,0.01934,0.00526,0.10321,0.03473
Korean,M,epr,epr_kor,1,5,con,polite,7.026,,92.4,93,11.4,75.5,121.1,45.6,78.23,78.48,2.12,-4.86,3.31,8.17,66.9,65.3,31.2,0.02354,0.00942,0.01519,0.0014,0.12499,0.12437,0.04412,-3.33,-16.1,-17.4,12.2,0.1437,0.02354,0.00942,0.12499,0.04412
Korean,M,epr,epr_kor,1,5,pan,casual,4.731,,106.3,107,19.9,75.4,153.3,77.9,80.48,80.9,3.24,-4.89,7.4,12.29,73.8,71.4,28,0.0245,0.00655,0.01319,0.0017,0.1368,0.13763,0.04637,-2.65,-15.1,-23.2,11.7,0.1581,0.0245,0.00655,0.13716,0.04622
Korean,M,epr,epr_kor,1,6,con,polite,7.641,,100.7,101.9,16.2,75.5,138.3,62.8,79.62,80.06,2.8,-4.86,5.6,10.46,66.3,62.9,33.7,0.02241,0.00852,0.01185,0.0016,0.11272,0.09382,0.03882,-1.51,-17.9,-19.7,13.1,0.1383,0.02241,0.00852,0.11272,0.03882
Korean,M,epr,epr_kor,1,6,pan,casual,6.923,,101.7,97.3,19.2,75.9,149,73.2,79.73,79.25,3.1,-4.78,6.91,11.68,67.9,64.7,38,0.01943,0.00562,0.00995,0.0018,0.11567,0.1149,0.04287,-3.31,-17.2,-20.6,13.1,0.121,0.01943,0.00562,0.11567,0.04287
Korean,M,epr,epr_kor,1,7,con,polite,7.347,,96.3,90.1,15.6,75.7,129,53.3,78.86,77.92,2.76,-4.81,4.4,9.21,71.1,68,32.3,0.01986,0.00716,0.01102,0.0016,0.12163,0.06985,0.03799,-3.02,-14.3,-20.9,12.7,0.1411,0.01986,0.00716,0.12163,0.03799
Korean,M,epr,epr_kor,1,7,pan,casual,6.723,,100.9,93.9,19.4,75.5,157.9,82.4,79.58,78.64,3.21,-4.86,7.87,12.73,71.3,67.3,35.6,0.01795,0.00606,0.00948,0.0018,0.10975,0.12044,0.03343,-0.6,-14.1,-23.4,12.8,0.109,0.01795,0.00606,0.10975,0.03343
Korean,M,epr,epr_kor,1,8,con,polite,7.445,,92.4,89.9,11.1,75.7,119.4,43.7,78.23,77.89,2.03,-4.83,3.06,7.89,68.2,65.5,29.7,0.02,0.00706,0.01072,0.0012,0.11346,0.1033,0.03889,-4.41,-16.3,-20.2,13.2,0.1342,0.02,0.00706,0.11346,0.03889
Korean,M,epr,epr_kor,1,8,pan,casual,6.745,,95.2,94.3,15.2,75.4,138.6,63.2,78.66,78.71,2.68,-4.86,5.63,10.49,68.4,65.1,33.2,0.02024,0.00616,0.01085,0.0016,0.1306,0.184,0.04262,-2.02,-17.5,-20.3,13.1,0.1145,0.02024,0.00616,0.1306,0.04262
Korean,M,epr,epr_kor,1,9,con,polite,8.589,,101.1,100.5,17.6,75.2,137.7,62.4,79.66,79.82,3,-4.89,5.53,10.42,66.4,63.2,33.1,0.01971,0.00629,0.01065,0.0019,0.12818,0.13215,0.04456,-2.41,-17.3,-19.8,12.7,0.1474,0.01971,0.00629,0.12818,0.04456
Korean,M,epr,epr_kor,1,9,pan,casual,6.681,,104.6,104.6,18,76.2,148.3,72.2,80.25,80.5,2.98,-4.61,6.82,11.43,67.6,64,32.9,0.02978,0.01074,0.0158,0.0017,0.13763,0.11877,0.04908,-2.83,-15.1,-21.7,11.3,0.1823,0.02978,0.01074,0.13763,0.04908
Korean,M,epr,epr_kor,3,10,con,polite,6.901,,95.2,91.9,14,75.4,126.8,51.4,78.69,78.26,2.47,-4.84,4.11,8.95,67.6,62.8,34.8,0.02594,0.0084,0.01533,0.0027,0.13471,0.12987,0.05024,-0.04,-14.5,-19.2,10.4,0.2039,0.02594,0.0084,0.13471,0.05024
Korean,M,epr,epr_kor,3,10,pan,casual,6.235,,105.1,103.5,12.9,80.7,144.5,63.8,80.46,80.33,2.08,-3.71,6.37,10.08,70.3,63.2,38.7,0.02145,0.00604,0.01167,0.0012,0.14866,0.20143,0.04387,-0.64,-16.3,-23.6,12.4,0.145,0.02145,0.00604,0.14866,0.04387
Korean,M,epr,epr_kor,3,1,con,polite,6.062,,104.8,106.9,14,78.8,144.6,65.7,80.38,80.88,2.34,-4.11,6.38,10.49,67.3,62.3,35.9,0.02167,0.00516,0.00988,0.0013,0.13834,0.14856,0.04827,-1.07,-15.4,-19.2,11.1,0.1958,0.02167,0.00516,0.13834,0.04827
Korean,M,epr,epr_kor,3,1,pan,casual,4.513,,108.2,106.6,14,81.3,147.6,66.3,80.96,80.83,2.14,-3.49,6.74,10.23,71.3,66.2,38,0.01821,0.00455,0.00838,0.0012,0.13659,0.1373,0.04075,-0.34,-12.4,-19.2,11.2,0.1677,0.01821,0.00455,0.13659,0.04075
Korean,M,epr,epr_kor,3,2,con,polite,6.814,,98.5,97.9,14.3,75.4,154,78.6,79.29,79.35,2.43,-4.89,7.46,12.35,70,66.6,35.1,0.02341,0.00563,0.01056,0.0014,0.12737,0.11172,0.04222,-0.05,-15.4,-12.3,12,0.1409,0.02341,0.00563,0.12737,0.04222
Korean,M,epr,epr_kor,3,2,pan,casual,6.01,,110.2,107.8,15.1,79,149.1,70.1,81.25,81.03,2.37,-4.08,6.91,10.99,74.3,71,35.4,0.01983,0.00457,0.00846,0.0013,0.1159,0.11602,0.04215,0.21,-14.1,-17.8,11.8,0.1507,0.01983,0.00457,0.1159,0.04215
Korean,M,epr,epr_kor,3,3,con,polite,8.032,,99.3,97.7,11.6,76.5,133,56.6,79.49,79.33,2.01,-4.65,4.94,9.59,70.7,66.7,33.6,0.02253,0.00698,0.01289,0.0015,0.114,0.11512,0.031,0.81,-14.4,-18.9,12.9,0.1369,0.02253,0.00698,0.114,0.031
Korean,M,epr,epr_kor,3,3,pan,casual,6.821,,114,111.9,16.5,77.9,154.8,76.9,81.82,81.67,2.48,-4.32,7.56,11.88,73.9,69.9,35.6,0.01988,0.00457,0.00841,0.0013,0.13502,0.17337,0.04213,0,-15.2,-19.1,12.7,0.1331,0.01988,0.00457,0.13502,0.04213
Korean,M,epr,epr_kor,3,4,con,polite,7.39,,99.8,97.8,12.1,77.5,131.9,54.4,79.57,79.33,2.07,-4.41,4.77,9.19,67.6,63.9,33,0.02116,0.00658,0.01106,0.0012,0.12832,0.14927,0.04005,0.72,-13.3,-15.5,11.4,0.1568,0.02116,0.00658,0.12832,0.04005
Korean,M,epr,epr_kor,3,4,pan,casual,6.839,,107.7,102.9,17.5,76.3,159.6,83.4,80.81,80.22,2.62,-4.69,8.1,12.79,71.1,66,37.4,0.02023,0.00593,0.01064,0.0014,0.13376,0.18536,0.04666,-2.02,-13.2,-15.4,12,0.1457,0.02023,0.00593,0.13376,0.04666
Korean,M,epr,epr_kor,3,5,con,polite,5.7,,99.2,98.2,13,75.7,129.4,53.7,79.44,79.41,2.24,-4.81,4.44,9.25,69.1,65.3,32.1,0.02171,0.00509,0.01025,0.0012,0.15815,0.14002,0.05103,-0.78,-13.2,-16.2,11.1,0.1542,0.02171,0.00509,0.15815,0.05103
Korean,M,epr,epr_kor,3,5,pan,casual,6.191,,111.9,108.6,19.5,77.1,173.7,96.5,81.42,81.16,2.95,-4.49,9.56,14.05,73.6,69,37.9,0.01823,0.00422,0.00822,0.0016,0.14221,0.21806,0.05045,-0.57,-14.7,-17.7,11.4,0.1376,0.01823,0.00422,0.14221,0.05045
Korean,M,epr,epr_kor,3,6,con,polite,7.574,,111.9,108.4,24.5,76.6,211.1,134.4,81.33,81.12,3.35,-4.54,12.93,17.47,67.5,63,38.5,0.01843,0.00461,0.00861,0.0018,0.12091,0.13913,0.03744,2.76,-14.4,-20.2,11.7,0.1445,0.01843,0.00461,0.12091,0.03744
Korean,M,epr,epr_kor,3,6,pan,casual,6.945,,110.2,105.3,21.6,76.5,172.3,95.7,81.11,80.62,3.13,-4.63,9.41,14.04,71.1,64.5,39.7,0.01804,0.00481,0.00858,0.0017,0.12452,0.13067,0.03868,1.26,-13,-17.2,11.7,0.1437,0.01804,0.00481,0.12452,0.03868
Korean,M,epr,epr_kor,3,7,con,polite,7.5,,99.9,95.8,16.7,75.9,143.3,67.4,79.49,78.98,2.78,-4.77,6.23,10.99,66.7,61.6,32.1,0.02647,0.00766,0.01293,0.0016,0.12581,0.08385,0.04232,1.56,-14.8,-19.5,10.7,0.1967,0.02647,0.00766,0.12617,0.04227
Korean,M,epr,epr_kor,3,7,pan,casual,5.629,,104.9,99.7,17.7,75.4,156.3,80.9,80.32,79.67,2.81,-4.89,7.73,12.61,71.4,64.9,35.6,0.02018,0.00567,0.00931,0.0015,0.12625,0.10299,0.03856,-0.39,-13.7,-22.2,11.4,0.1569,0.02018,0.00567,0.12625,0.03856
Korean,M,epr,epr_kor,3,8,con,polite,7.631,,100,96.9,12.6,75.8,138.3,62.6,79.6,79.17,2.12,-4.81,5.6,10.41,67.2,64.4,31.5,0.02072,0.0054,0.01028,0.0013,0.12483,0.12732,0.03978,0.71,-14.5,-16.4,11.9,0.15,0.02072,0.0054,0.12493,0.03974
Korean,M,epr,epr_kor,3,8,pan,casual,7.251,,102,99.3,12.8,79.7,153.1,73.4,79.95,79.61,2.07,-3.94,7.37,11.31,68.2,65.8,34.9,0.01993,0.00564,0.0106,0.0013,0.11983,0.13208,0.04366,-0.86,-15.4,-18.4,12.7,0.1288,0.01993,0.00564,0.11983,0.04366
Korean,M,epr,epr_kor,3,9,con,polite,9.152,,101.7,97.8,15.4,77.1,147.2,70.1,79.84,79.34,2.51,-4.46,6.69,11.15,67.4,61.3,36.8,0.02357,0.00678,0.01246,0.0015,0.13103,0.14209,0.04674,0.83,-14.9,-17.8,10.6,0.1914,0.02357,0.00678,0.13103,0.04674
Korean,M,epr,epr_kor,3,9,pan,casual,6.895,,110.8,105.8,23,75.6,171.6,96,81.16,80.71,3.39,-4.78,9.34,14.12,71.3,64.5,35,0.01967,0.00509,0.00856,0.0018,0.13338,0.13627,0.04938,-0.57,-14.6,-21,11.5,0.1708,0.01967,0.00509,0.13338,0.04938
Korean,M,epr,epr_kor,7,10,con,polite,8.443,,114.2,115.2,11.6,90.9,139.7,48.8,81.94,82.17,1.77,-1.65,5.78,7.43,72.1,67.9,42.7,0.01877,0.00669,0.01112,0.001,0.1282,0.09599,0.04796,-0.89,-18.6,-21,12.1,0.1476,0.01877,0.00669,0.1282,0.04796
Korean,M,epr,epr_kor,7,10,pan,casual,7.118,,114.8,113,12.1,90.1,142.3,52.2,82.02,81.85,1.8,-1.8,6.1,7.91,71.9,67.9,40.8,0.01989,0.0076,0.01104,0.0014,0.11422,0.13437,0.03948,-0.86,-16,-21.3,11.9,0.1642,0.01989,0.0076,0.11422,0.03948
Korean,M,epr,epr_kor,7,1,con,polite,6.732,,115.7,114.1,13.9,88.8,151.9,63.1,82.12,82.01,2.08,-2.05,7.21,9.27,72.7,67.7,40.7,0.01845,0.00708,0.01108,0.0011,0.12166,0.1686,0.04236,-1.4,-18.4,-19.5,11.4,0.1559,0.01845,0.00708,0.12166,0.04236
Korean,M,epr,epr_kor,7,1,pan,casual,5.405,,120.7,116.8,13.8,95,145.4,50.4,82.86,82.42,1.99,-0.86,6.48,7.34,72.8,67.8,43.3,0.02022,0.00697,0.01194,0.001,0.12068,0.14945,0.04225,-2.02,-16.3,-23.3,12.1,0.151,0.02022,0.00697,0.12068,0.04225
Korean,M,epr,epr_kor,7,2,con,polite,8.55,,117.1,119.2,12.3,92.8,149.6,56.8,82.37,82.77,1.84,-1.29,6.97,8.26,72.7,69.4,40.8,0.01521,0.00513,0.00855,0.0009,0.12474,0.12267,0.0535,-0.23,-19.8,-16.5,13.7,0.1099,0.01521,0.00513,0.12474,0.0535
Korean,M,epr,epr_kor,7,2,pan,casual,6.015,,122.8,121.2,13.7,94.7,151.1,56.4,83.18,83.06,1.91,-0.94,7.15,8.09,72.8,70.4,38.3,0.01882,0.00735,0.01096,0.001,0.09888,0.09662,0.03668,0.83,-17.8,-22.6,13.7,0.1228,0.01882,0.00735,0.09888,0.03668
Korean,M,epr,epr_kor,7,3,con,polite,8.39,,118,115.7,13.5,93.8,168.8,75,82.48,82.24,1.95,-1.11,9.07,10.18,71.7,68.9,39.7,0.0152,0.00561,0.00921,0.001,0.11224,0.11864,0.0434,1.27,-18.3,-22.1,13.8,0.127,0.0152,0.00561,0.11224,0.0434
Korean,M,epr,epr_kor,7,3,pan,casual,8.077,,126.4,128.3,12.7,96.2,154.8,58.6,83.69,84.04,1.78,-0.66,7.56,8.22,72.9,69.9,42.9,0.01576,0.0053,0.00846,0.0009,0.10169,0.08984,0.04416,1.1,-18.7,-24,13.3,0.1279,0.01576,0.0053,0.10169,0.04416
Korean,M,epr,epr_kor,7,4,con,polite,9.261,,119.5,118.2,11.1,97,157.6,60.7,82.74,82.62,1.57,-0.51,7.88,8.39,73,70.5,37.5,0.01478,0.00549,0.00793,0.0008,0.12612,0.13994,0.05023,1.73,-19.3,-16.8,13.2,0.1298,0.01478,0.00549,0.12612,0.05023
Korean,M,epr,epr_kor,7,4,pan,casual,7.738,,124.5,120.2,16.2,100.5,175.1,74.7,83.39,82.92,2.11,0.08,9.7,9.62,72.7,69.6,39.5,0.01661,0.00627,0.00979,0.0013,0.13036,0.12188,0.05395,2.18,-15.7,-14.8,11.9,0.1776,0.01661,0.00627,0.13036,0.05395
Korean,M,epr,epr_kor,7,5,con,polite,7.325,,111.7,109.7,13.1,90.3,152.7,62.4,81.52,81.32,1.97,-1.76,7.32,9.08,73.1,71.3,38,0.01598,0.00597,0.0098,0.0014,0.12134,0.16308,0.04954,0.64,-17.8,-17.5,12.8,0.1384,0.01598,0.00597,0.12134,0.04954
Korean,M,epr,epr_kor,7,5,pan,casual,8.836,,120.7,117.5,12.2,95.7,156.2,60.5,82.9,82.51,1.7,-0.76,7.72,8.48,72.5,67.6,44.6,0.01696,0.00645,0.01047,0.0008,0.10406,0.09567,0.04038,2.7,-18.3,-20.3,13.5,0.1485,0.01696,0.00645,0.10406,0.04038
Korean,M,epr,epr_kor,7,6,con,polite,9.501,,121.4,118.9,16.9,87.8,181.6,93.8,82.92,82.73,2.35,-2.24,10.33,12.57,73,70.5,40,0.01882,0.00751,0.01072,0.0012,0.13197,0.16101,0.05095,-0.63,-18.3,-20.9,12.8,0.1447,0.01882,0.00751,0.13197,0.05095
Korean,M,epr,epr_kor,7,6,pan,casual,7.948,,122.9,121.7,16.4,96.8,168.2,71.3,83.15,83.13,2.26,-0.53,9,9.53,73.1,70.1,41.5,0.01817,0.00672,0.0109,0.0011,0.11863,0.14328,0.04976,2.39,-17.2,-21.5,12.4,0.1396,0.01817,0.00672,0.11863,0.04976
Korean,M,epr,epr_kor,7,7,con,polite,9.654,,116.7,115.7,12,94,147.4,53.4,82.31,82.26,1.76,-1.06,6.72,7.79,72,67.8,41.9,0.0175,0.00708,0.01004,0.0009,0.10336,0.10084,0.03769,0.25,-18.1,-20.1,12.4,0.1449,0.0175,0.00708,0.10336,0.03769
Korean,M,epr,epr_kor,7,7,pan,casual,7.35,,117.3,115.3,12,96.2,146.1,49.9,82.41,82.19,1.72,-0.65,6.55,7.2,72.5,69.3,39.2,0.01803,0.00734,0.01009,0.0009,0.10363,0.08959,0.04543,0.01,-17.6,-22.1,12.5,0.1458,0.01803,0.00734,0.10363,0.04543
Korean,M,epr,epr_kor,7,8,con,polite,10.907,,115.5,114,12.4,88.4,149.1,60.8,82.12,81.99,1.84,-2.14,6.91,9.06,73.1,69.5,45.1,0.01765,0.00628,0.01116,0.0009,0.10579,0.12527,0.03812,-0.26,-17.9,-18,13.4,0.1355,0.01765,0.00628,0.10579,0.03812
Korean,M,epr,epr_kor,7,8,pan,casual,7.485,,120.2,120.1,13.1,88.1,151.4,63.2,82.81,82.89,1.88,-2.03,7.17,9.2,73.4,70.7,38.9,0.01701,0.00555,0.01,0.0009,0.11875,0.19618,0.04343,0.98,-16.8,-19.9,13.2,0.1243,0.01701,0.00555,0.11875,0.04343
Korean,M,epr,epr_kor,7,9,con,polite,9.833,,116.9,115.3,13.8,92,147.2,55.1,82.31,82.19,2.05,-1.43,6.67,8.11,72.7,69,39.8,0.01635,0.00555,0.00927,0.0013,0.10605,0.10601,0.03937,-0.51,-17,-21.1,13,0.1305,0.01635,0.00555,0.10605,0.03937
Korean,M,epr,epr_kor,7,9,pan,casual,8.197,,117,116.8,13.5,93.3,154.4,61.1,82.33,82.41,1.99,-1.2,7.52,8.73,72.3,67.8,41.8,0.02045,0.0074,0.01228,0.001,0.11595,0.12153,0.04345,1.54,-16.2,-21.5,12.4,0.1437,0.02045,0.0074,0.11598,0.04342
Korean,M,epr,epr_kor,8,10,con,polite,7.203,,119.8,120.1,11,89.7,150.9,61.3,82.78,82.9,1.61,-1.89,7.12,9.01,73,68.9,43.6,0.02053,0.00643,0.01106,0.0008,0.14434,0.18881,0.04154,-2.59,-15.7,-19.6,12,0.1438,0.02053,0.00643,0.14434,0.04154
Korean,M,epr,epr_kor,8,10,pan,casual,6.401,,125.3,125,13.4,94.2,164.9,70.7,83.54,83.58,1.85,-1.04,8.65,9.69,74.8,68.5,44.4,0.02005,0.00593,0.01172,0.0008,0.128,0.18448,0.03768,-0.66,-14.2,-19.7,12,0.1549,0.02005,0.00593,0.128,0.03768
Korean,M,epr,epr_kor,8,1,con,polite,5.019,,118.7,116.3,13.2,95.7,158.2,62.5,82.59,82.34,1.88,-0.75,7.94,8.69,68.6,64.7,35.5,0.01966,0.00622,0.01065,0.001,0.12155,0.16099,0.03657,-1.59,-13,-15,10.9,0.1667,0.01966,0.00622,0.12155,0.03657
Korean,M,epr,epr_kor,8,1,pan,casual,3.916,,127.1,123.9,14.5,98.8,170.2,71.3,83.76,83.44,1.92,-0.19,9.21,9.39,70.1,65.7,31.7,0.02292,0.00632,0.01219,0.001,0.1187,0.17413,0.03631,-3.35,-12.1,-16.7,10.6,0.1812,0.02292,0.00632,0.1187,0.03631
Korean,M,epr,epr_kor,8,2,con,polite,5.285,,116.6,116.5,14.7,90.6,171.4,80.8,82.24,82.36,2.16,-1.69,9.31,11,72.1,69,30,0.02311,0.00707,0.01278,0.0011,0.13289,0.18158,0.0389,-0.53,-17.6,-15,12.2,0.1571,0.02311,0.00707,0.13289,0.0389
Korean,M,epr,epr_kor,8,2,pan,casual,4.984,,123.7,121.4,15.5,93.3,168.3,75.1,83.27,83.08,2.15,-1.2,9.01,10.21,73.6,70.7,30,0.01795,0.00462,0.00886,0.0011,0.1303,0.15275,0.03947,-1.75,-16.2,-19.3,12.9,0.1377,0.01795,0.00462,0.1303,0.03947
Korean,M,epr,epr_kor,8,3,con,polite,6.975,,128.6,126,18.3,86.9,183,96.1,83.9,83.72,2.48,-2.44,10.46,12.89,72.8,69.5,40.5,0.01636,0.00449,0.00852,0.0012,0.1066,0.13233,0.03069,-0.13,-15.4,-18.8,13.6,0.1207,0.01636,0.00449,0.1066,0.03069
Korean,M,epr,epr_kor,8,3,pan,casual,5.513,,124.4,120,18.5,86.4,178.4,92.1,83.32,82.89,2.47,-2.54,10.02,12.56,72,67.9,33.6,0.01489,0.00425,0.00786,0.0011,0.1172,0.12086,0.03342,-0.08,-14,-19.7,13.7,0.1119,0.01489,0.00425,0.1172,0.03342
Korean,M,epr,epr_kor,8,4,con,polite,7.211,,122.6,122.3,16.5,88.7,176.4,87.6,83.1,83.21,2.3,-2.06,9.82,11.89,72.7,68.5,37.7,0.01792,0.00507,0.00974,0.0011,0.11643,0.11526,0.03065,0.53,-16.5,-15.9,12.8,0.1256,0.01792,0.00507,0.11643,0.03065
Korean,M,epr,epr_kor,8,4,pan,casual,6.475,,126.9,123.2,19.6,97.9,192.1,94.2,83.67,83.34,2.48,-0.37,11.3,11.67,72.6,68,39.6,0.01761,0.00533,0.00943,0.0012,0.12732,0.16842,0.03709,0.46,-15.2,-20,12.9,0.1217,0.01761,0.00533,0.12732,0.03709
Korean,M,epr,epr_kor,8,5,con,polite,5.093,,121.4,119.3,18.4,89.6,159.7,70.1,82.89,82.78,2.6,-1.91,8.1,10.01,73.4,69.7,29.7,0.01977,0.00506,0.00943,0.0013,0.13386,0.15807,0.04301,-0.39,-15.5,-16.7,11,0.1551,0.01977,0.00506,0.13386,0.04301
Korean,M,epr,epr_kor,8,5,pan,casual,4.319,,120.5,118,16.8,91.3,171.2,79.9,82.79,82.59,2.38,-1.58,9.3,10.88,73.7,70,26.1,0.02153,0.00693,0.01205,0.0012,0.13223,0.18596,0.04296,-0.73,-13.7,-18.2,11.2,0.1476,0.02153,0.00693,0.13223,0.04296
Korean,M,epr,epr_kor,8,6,con,polite,6.546,,128.4,126.2,20.8,85.7,192.3,106.6,83.83,83.75,2.73,-2.67,11.32,13.99,73,68.9,39.5,0.02077,0.00659,0.01192,0.0014,0.11114,0.15098,0.03305,-1.59,-14.7,-20,11.5,0.1811,0.02077,0.00659,0.11114,0.03305
Korean,M,epr,epr_kor,8,6,pan,casual,6.04,,124.8,121.4,18.3,92.4,173.6,81.2,83.39,83.08,2.44,-1.38,9.54,10.92,72.9,68.5,36.2,0.01868,0.00561,0.0101,0.0012,0.11477,0.13797,0.03417,-1.99,-14.7,-20.2,11.5,0.1714,0.01868,0.00561,0.11477,0.03417
Korean,M,epr,epr_kor,8,7,con,polite,6.525,,123.8,120.7,17.2,91.7,162.8,71.1,83.26,82.98,2.39,-1.5,8.43,9.94,72.5,68,31.8,0.01905,0.00491,0.00896,0.0011,0.12491,0.13602,0.03979,-1.17,-16.3,-19.2,11.8,0.1525,0.01905,0.00491,0.12491,0.03979
Korean,M,epr,epr_kor,8,7,pan,casual,6.441,,131.3,128.8,19.4,91.1,169.9,78.8,84.25,84.11,2.59,-1.55,9.18,10.73,73.3,67.8,42.4,0.02066,0.00636,0.01086,0.0012,0.09946,0.12417,0.0285,0.22,-14.5,-18.6,12.2,0.1597,0.02066,0.00636,0.09946,0.0285
Korean,M,epr,epr_kor,8,8,con,polite,6.973,,113.6,113.7,11.2,93.3,151.4,58.1,81.85,81.95,1.69,-1.19,7.17,8.36,67.2,63.2,34.9,0.02035,0.00654,0.01234,0.0009,0.1534,0.19289,0.04667,-1.18,-12.7,-14.1,10.4,0.2005,0.02035,0.00654,0.1534,0.04667
Korean,M,epr,epr_kor,8,8,pan,casual,6.263,,124.7,125.4,13.9,85.4,155.8,70.4,83.43,83.64,1.97,-2.56,7.67,10.23,69.7,66.1,35,0.01798,0.00574,0.01001,0.001,0.12657,0.15115,0.04065,-3.02,-13.4,-18.2,11.4,0.1567,0.01798,0.00574,0.12657,0.04065
Korean,M,epr,epr_kor,8,9,con,polite,6.96,,123,120.4,20.9,86.1,170.3,84.2,83.06,82.95,2.94,-2.59,9.17,11.76,72.2,66.1,38.6,0.02024,0.00677,0.01164,0.0017,0.13034,0.18009,0.04238,-1.08,-15.7,-19.4,11.9,0.1647,0.02024,0.00677,0.13034,0.04238
Korean,M,epr,epr_kor,8,9,pan,casual,5.968,,130.7,129.5,19.4,91,175.2,84.3,84.16,84.2,2.6,-1.64,9.7,11.35,72.3,66.2,39.9,0.01989,0.00642,0.01151,0.0016,0.11981,0.18708,0.03655,-1.1,-14.6,-21.3,12,0.1608,0.01989,0.00642,0.11981,0.03655
