language,gender,task,langtask,speaker,scenario,condition1,condition2,dur,notes,f0mnhz,f0mdhz,f0sdhz,f0mihz,f0mahz,f0rghz ,f0mnvst,f0mdvst,f0sdvst,f0mivst,f0mavst,f0rgvst,inmn,inmd,inrange,jitloc,jitrap,jitppq5,periodsd,shimloc,shimapq11,shimapq3,h1mh2mn,slopen0114,slopen5228,mnHNR,mnNHR,jitlocvr,jitrapvr,shimlocvr,shimapq3vr
Japanese,F,epr,epr_jpn,8,9,pol,polite,8.149,,228.5,229.2,24.4,183,300,116.9,93.93,94.09,1.84,10.47,19.02,8.54,74.4,71.8,49,0.00938,0.00264,0.00464,0.0008,0.07775,0.07781,0.02441,1.44,-18.8,-24.5,17.9,0.0857,0.00938,0.00264,0.07775,0.02443
Japanese,M,epr,epr_jpn,10,10,cas,casual,5.963,,138.2,137.7,19.1,100.2,204.4,104.1,85.17,85.27,2.33,0.06,12.37,12.31,68.7,63.4,40.3,0.02309,0.00863,0.01385,0.0017,0.12467,0.10358,0.04632,1.85,-18,-25.7,11.7,0.2077,0.02309,0.00863,0.12467,0.04632
Japanese,M,epr,epr_jpn,10,10,pol,polite,6.824,,132.3,131.4,13.1,108.5,168.6,60.1,84.49,84.45,1.67,1.41,9.04,7.63,66.8,58.9,39,0.01781,0.00526,0.00899,0.0007,0.09972,0.09267,0.03332,3.91,-20.7,-25.1,13.2,0.1396,0.01781,0.00526,0.09972,0.03332
Japanese,M,epr,epr_jpn,10,1,cas,casual,5.642,,120.6,120.3,13.2,100.3,156.2,55.8,82.86,82.93,1.85,0.06,7.71,7.65,66.6,62.3,32.6,0.019,0.00662,0.00965,0.0017,0.11933,0.11669,0.0446,3.61,-18.3,-25.3,11.7,0.1819,0.019,0.00662,0.11933,0.0446
Japanese,M,epr,epr_jpn,10,1,pol,polite,6.775,,126.2,124.8,12.4,100.7,165.5,64.8,83.67,83.56,1.7,0.16,8.72,8.56,67,63.4,36.9,0.01713,0.00607,0.01031,0.0008,0.12191,0.10549,0.04997,1.51,-16.5,-24.4,11.9,0.1606,0.01713,0.00607,0.12191,0.04997
Japanese,M,epr,epr_jpn,10,2,cas,casual,6.058,,135.3,134.5,10.4,107.4,179.3,71.8,84.91,84.86,1.32,1.24,10.1,8.86,66.8,61,39.8,0.01326,0.0045,0.00753,0.0021,0.12286,0.06621,0.04322,0.73,-18.9,-26,12.4,0.1926,0.01326,0.0045,0.12286,0.04322
Japanese,M,epr,epr_jpn,10,2,pol,polite,6.583,,136.4,134.9,9.8,113.4,169.8,56.4,85.06,84.91,1.24,2.17,9.16,6.99,66.7,60.5,39,0.01896,0.00684,0.01204,0.0013,0.12348,0.13926,0.0398,5.01,-21.8,-21.3,12.3,0.2035,0.01896,0.00684,0.12348,0.0398
Japanese,M,epr,epr_jpn,10,3,cas,casual,6.097,,131.2,129.5,14.2,106.6,160.3,53.7,84.32,84.2,1.88,1.14,8.16,7.02,60.1,56.8,26.7,0.01996,0.00892,0.01091,0.001,0.14348,0.12539,0.07006,-1.27,-18.8,-23.5,9.3,0.2503,0.01996,0.00892,0.14348,0.07006
Japanese,M,epr,epr_jpn,10,3,pol,polite,6.758,,122,119.9,11.1,104.5,165.7,61.2,83.1,82.87,1.49,0.76,8.74,7.98,58.8,56,27.2,0.01791,0.00725,0.01152,0.0015,0.13802,0.16261,0.05767,0.45,-18.5,-22.8,10.1,0.2362,0.01791,0.00725,0.13802,0.05767
Japanese,M,epr,epr_jpn,10,4,cas,casual,8.748,,126.4,123.4,13.9,101.9,157.5,55.6,83.68,83.37,1.89,0.33,7.86,7.53,62.6,57.8,34.1,0.01721,0.00661,0.00986,0.0011,0.112,0.09878,0.04305,-2.71,-19.8,-25.9,12.3,0.1835,0.01721,0.00661,0.112,0.04305
Japanese,M,epr,epr_jpn,10,4,pol,polite,9.42,,123.7,121.9,12.6,99.9,162.6,62.7,83.32,83.15,1.73,0.005,8.4,8.4,61.5,54.5,33.4,0.02163,0.0074,0.01253,0.001,0.14114,0.13629,0.04849,-0.85,-17.6,-24.3,10.8,0.215,0.02163,0.0074,0.14095,0.04827
Japanese,M,epr,epr_jpn,10,5,cas,casual,7.065,,133,129.1,14.7,97.3,165,67.7,84.56,84.15,1.93,-0.47,8.67,9.14,66.8,63.8,36.4,0.02124,0.00842,0.01186,0.0017,0.11882,0.11649,0.04611,2.45,-18.9,-24.1,12,0.1942,0.02124,0.00842,0.11882,0.04611
Japanese,M,epr,epr_jpn,10,5,pol,polite,7.288,,138.4,136,16.1,105.9,185.8,79.8,85.24,85.05,2,1.02,10.72,9.7,68.7,65.8,35.1,0.0167,0.00513,0.00892,0.0016,0.10998,0.13278,0.03826,2.77,-20.5,-24.1,12.9,0.1593,0.0167,0.00513,0.10998,0.03826
Japanese,M,epr,epr_jpn,10,6,cas,casual,6.67,,136.6,128.1,19.7,110.4,176,65.6,84.95,84.01,2.45,1.73,9.79,8.06,68.3,61.9,38.1,0.01601,0.00446,0.00667,0.0018,0.11305,0.11387,0.03752,-1.06,-18.5,-25.4,11.9,0.1801,0.01601,0.00446,0.11305,0.03752
Japanese,M,epr,epr_jpn,10,6,pol,polite,7.578,,133.9,129.3,12.2,113.2,177,63.8,84.71,84.18,1.52,2.17,9.86,7.69,66.2,62,37.5,0.01601,0.0052,0.00871,0.001,0.11697,0.10129,0.0434,3.02,-19.6,-24.3,13.5,0.1298,0.01601,0.0052,0.11697,0.0434
Japanese,M,epr,epr_jpn,10,7,cas,casual,5.725,,131.5,130.1,13.8,103.2,180.8,77.5,84.38,84.29,1.73,0.56,10.25,9.69,67.1,63.7,34,0.01583,0.0054,0.00819,0.0008,0.09903,0.06943,0.04024,2.39,-21.1,-26.1,13,0.1633,0.01583,0.0054,0.09903,0.04024
Japanese,M,epr,epr_jpn,10,7,pol,polite,7.191,,135.2,134.5,12.8,102.9,174,71.1,84.87,84.86,1.65,0.49,9.58,9.09,68.1,64.7,33.4,0.01517,0.00457,0.00842,0.0007,0.11862,0.11123,0.04367,3.4,-21,-24.2,13.2,0.1404,0.01517,0.00457,0.11862,0.04367
Japanese,M,epr,epr_jpn,10,8,cas,casual,8.137,,124.8,123.6,12.4,99.9,159.4,59.5,83.48,83.39,1.7,-0.008,8.07,8.08,67.8,61.9,40.4,0.02007,0.00642,0.01145,0.0009,0.15186,0.14895,0.05991,0.3,-17.6,-25.7,10.8,0.197,0.02007,0.00642,0.15186,0.05991
Japanese,M,epr,epr_jpn,10,8,pol,polite,8.27,,126,122.7,13.5,102.5,166.9,64.4,83.63,83.27,1.79,0.42,8.87,8.44,62.3,56.7,34.7,0.01984,0.00709,0.01178,0.0014,0.13769,0.12261,0.04766,0.36,-17.9,-26.3,10.8,0.2046,0.01984,0.00709,0.13769,0.04766
Japanese,M,epr,epr_jpn,10,9,cas,casual,6.488,,127.6,127.8,9.7,107.5,148,40.5,83.9,83.97,1.32,1.27,6.79,5.52,67.2,63,32.8,0.01728,0.00557,0.0099,0.0011,0.10956,0.10101,0.03984,1.65,-20.4,-24.4,12.5,0.1597,0.01728,0.00557,0.10956,0.03984
Japanese,M,epr,epr_jpn,10,9,pol,polite,7.116,,131.3,132.1,12.7,105.1,183.4,78.3,84.36,84.54,1.64,0.85,10.5,9.64,66.6,61.5,32,0.01727,0.0052,0.00999,0.0015,0.10382,0.11833,0.03582,1.36,-19.3,-25.5,13.1,0.1544,0.01727,0.0052,0.10382,0.03582
Japanese,M,epr,epr_jpn,12,10,cas,casual,4.942,,125.5,124.1,15.1,88.3,167.1,78.8,83.54,83.46,2.07,-2.14,8.88,11.02,70.7,63.6,43.6,0.01984,0.00551,0.0091,0.0021,0.1169,0.13589,0.03967,1.66,-18.3,-30.8,10.8,0.1966,0.01984,0.00551,0.1169,0.03967
Japanese,M,epr,epr_jpn,12,10,pol,polite,6.1,,128.5,129.6,12.4,97.6,158.7,61.1,83.98,84.21,1.69,-0.42,7.99,8.41,70.2,62.8,43.2,0.0192,0.00597,0.00891,0.0023,0.13258,0.11807,0.04098,0.29,-19.4,-31.5,10.9,0.2313,0.0192,0.00597,0.13258,0.04098
Japanese,M,epr,epr_jpn,12,1,cas,casual,5.147,,123,120.8,14.6,98,163.1,65.1,83.19,82.99,2.03,-0.34,8.47,8.82,71.4,66.1,42.5,0.01908,0.00748,0.01038,0.0027,0.14837,0.12081,0.05524,4.34,-14.7,-29.3,10.1,0.2281,0.01908,0.00748,0.14837,0.05524
Japanese,M,epr,epr_jpn,12,1,pol,polite,6.498,,130.4,129.3,17.3,99.5,194.5,95,84.18,84.18,2.23,-0.08,11.51,11.59,69.6,63.7,42.2,0.02313,0.0091,0.01023,0.0022,0.14568,0.14092,0.05681,-0.13,-18.4,-28.6,10.4,0.2289,0.02313,0.0091,0.14568,0.05681
Japanese,M,epr,epr_jpn,12,2,cas,casual,6.017,,130.3,135.7,13.8,94.6,152.4,57.8,84.2,85.01,1.92,-0.95,7.29,8.24,71.2,63.1,45,0.01801,0.00605,0.00918,0.0027,0.1379,0.12754,0.03986,3.44,-18.8,-29.2,10.9,0.2265,0.01801,0.00605,0.1379,0.03986
Japanese,M,epr,epr_jpn,12,2,pol,polite,6.969,,135.2,140.4,15.1,93.8,167.7,73.9,84.83,85.61,2.07,-1.1,8.95,10.05,70.8,63.5,44.3,0.02155,0.00778,0.01117,0.002,0.11946,0.11166,0.04097,4.62,-20.6,-25.8,11.3,0.2119,0.02155,0.00778,0.11973,0.04109
Japanese,M,epr,epr_jpn,12,3,cas,casual,5.747,,123.5,121.3,14.2,94.6,177.3,82.7,83.28,83.07,1.96,-0.95,9.91,10.86,71.5,66.2,40.8,0.02763,0.0103,0.01637,0.0023,0.1337,0.24104,0.04795,0.4,-19.3,-31,9.7,0.293,0.02763,0.0103,0.1337,0.04795
Japanese,M,epr,epr_jpn,12,3,pol,polite,7.5,,126.4,125.2,13.3,101.4,167.4,65.9,83.69,83.61,1.77,0.25,8.92,8.67,70,63,41.2,0.01908,0.00668,0.01029,0.0028,0.15441,0.16603,0.05338,4.29,-22.1,-29.3,10.9,0.2215,0.01908,0.00668,0.15441,0.05338
Japanese,M,epr,epr_jpn,12,4,cas,casual,7.409,,130.9,131.6,16.9,96.8,169.4,72.7,84.24,84.48,2.27,-0.57,9.13,9.7,71.6,65.5,42.3,0.02068,0.00692,0.01142,0.0025,0.1511,0.16687,0.05255,2.76,-19.2,-30.5,10.6,0.2339,0.02068,0.00692,0.15125,0.05251
Japanese,M,epr,epr_jpn,12,4,pol,polite,9.404,,132.1,134.5,14.6,96.4,166.4,70,84.44,84.86,1.98,-0.64,8.81,9.45,70.8,63.8,44.3,0.02158,0.00739,0.01145,0.0023,0.13762,0.14623,0.04234,2.14,-21,-28.6,10.7,0.2611,0.02158,0.00739,0.13762,0.04234
Japanese,M,epr,epr_jpn,12,5,cas,casual,6.692,,128.7,122.5,15.7,100.4,163.7,63.3,83.96,83.23,2.08,0.09,8.53,8.44,71.5,67.5,39.8,0.01813,0.00627,0.00964,0.0022,0.13174,0.16374,0.04186,1.25,-16.7,-29.9,12.1,0.1913,0.01813,0.00627,0.13174,0.04186
Japanese,M,epr,epr_jpn,12,5,pol,polite,7.511,,131.6,128.7,13.4,108.9,166.5,57.6,84.39,84.1,1.72,1.48,8.76,7.28,72.6,67.2,41.6,0.0178,0.00608,0.00977,0.0022,0.12243,0.14372,0.0429,2.34,-18.3,-30.7,11.4,0.228,0.0178,0.00608,0.12243,0.0429
Japanese,M,epr,epr_jpn,12,6,cas,casual,5.731,,127,124.8,15,92.3,160.6,68.3,83.74,83.56,2.07,-1.38,8.18,9.56,72,64.8,44.1,0.02237,0.00748,0.01169,0.0031,0.13417,0.13932,0.0492,0.48,-15.9,-32.4,9.2,0.29,0.02237,0.00748,0.13417,0.0492
Japanese,M,epr,epr_jpn,12,6,pol,polite,7.194,,130.3,129.6,13.3,104.6,166.4,61.8,84.22,84.21,1.75,0.78,8.81,8.03,71.5,66.2,42.6,0.02071,0.00741,0.00986,0.0026,0.11555,0.128,0.04039,1.13,-17.9,-29.7,10.8,0.2493,0.02071,0.00741,0.11555,0.04039
Japanese,M,epr,epr_jpn,12,7,cas,casual,6.099,,125.1,121.7,12.9,106.8,178.5,71.7,83.52,83.12,1.66,1.14,10.03,8.89,71.2,66.6,42.1,0.02051,0.00704,0.01181,0.0019,0.14167,0.15371,0.05169,-1.12,-17.7,-28.7,10.2,0.2313,0.02051,0.00704,0.14167,0.05169
Japanese,M,epr,epr_jpn,12,7,pol,polite,6.989,,128.4,130.4,11.2,87.7,152.2,64.5,83.98,84.32,1.62,-2.28,7.26,9.54,71.1,66.2,43.8,0.01777,0.00578,0.00933,0.0018,0.1592,0.21883,0.05159,0.87,-19.6,-28.9,11.1,0.2091,0.01777,0.00578,0.1592,0.05159
Japanese,M,epr,epr_jpn,12,8,cas,casual,8.215,,132.4,132.2,16.4,102.4,174.5,72.1,84.46,84.55,2.14,0.41,9.64,9.22,69.7,62.8,41.6,0.02159,0.00658,0.00995,0.0025,0.13462,0.20311,0.047,2.62,-18.4,-29.9,10.2,0.2427,0.02159,0.00658,0.13462,0.047
Japanese,M,epr,epr_jpn,12,8,pol,polite,8.114,,123.7,125.3,14.3,92.9,163.6,70.7,83.29,83.63,2.03,-1.27,8.52,9.79,68.8,63.6,39.3,0.02243,0.00816,0.01192,0.0025,0.1332,0.17882,0.04514,3.32,-21.1,-30.5,10,0.2653,0.02243,0.00816,0.1332,0.04514
Japanese,M,epr,epr_jpn,12,9,cas,casual,7.513,,128.5,132.9,14.9,93.8,161.5,67.7,83.95,84.65,2.1,-1.11,8.11,9.22,68.8,61.3,42.2,0.02003,0.00659,0.01054,0.0025,0.13619,0.10662,0.04805,2.07,-20.2,-31,10.9,0.2442,0.02003,0.00659,0.13619,0.04805
Japanese,M,epr,epr_jpn,12,9,pol,polite,7.129,,124.7,127.3,16.1,84.7,166.6,82,83.39,83.91,2.3,-2.88,8.84,11.72,69.7,62.8,39.4,0.0204,0.00753,0.01162,0.0022,0.12585,0.19959,0.04362,0.86,-20.4,-29.8,11.7,0.2035,0.0204,0.00753,0.12585,0.04362
Japanese,M,epr,epr_jpn,15,10,cas,casual,5.341,,90.7,91.3,7.5,76.5,115.3,38.8,77.98,78.15,1.39,-4.63,2.46,7.09,67.3,59.3,35.9,0.01843,0.0058,0.00848,0.0036,0.15875,0.09847,0.05892,-6.79,-18.5,-25.1,11.5,0.2086,0.01843,0.0058,0.15875,0.05892
Japanese,M,epr,epr_jpn,15,10,pol,polite,5.901,,88.6,88.5,5.4,75.5,103.9,28.4,77.6,77.62,1.06,-4.86,0.65,5.5,65.8,62.1,33.2,0.01669,0.00576,0.00988,0.0029,0.13262,0.13224,0.04797,-10.45,-18.4,-23.4,12.1,0.1396,0.01669,0.00576,0.13262,0.04797
Japanese,M,epr,epr_jpn,15,1,cas,casual,6.109,,88.2,84.7,7.9,75.4,105.9,30.6,77.49,76.86,1.52,-4.86,1,5.86,65.7,59.1,34.2,0.01304,0.00495,0.00681,0.0026,0.10554,0.08455,0.03674,-3.18,-18.9,-24.1,13.1,0.1352,0.01304,0.00495,0.10554,0.03674
Japanese,M,epr,epr_jpn,15,1,pol,polite,6.915,,87.5,86.3,6.1,76.2,106,29.8,77.37,77.17,1.18,-4.7,1,5.71,64.5,59.1,32.1,0.01774,0.00638,0.00906,0.0026,0.12589,0.13149,0.05045,-10.49,-19.8,-23.8,11.7,0.1625,0.01774,0.00638,0.12589,0.05045
Japanese,M,epr,epr_jpn,15,2,cas,casual,5.468,,90.5,90.7,5.1,78.8,102.5,23.7,77.98,78.03,0.98,-4.12,0.42,4.54,67.4,60.7,33.8,0.01191,0.00422,0.00653,0.0006,0.1207,0.15116,0.03246,-7.12,-20.1,-27.9,13.8,0.1,0.01191,0.00422,0.1207,0.03246
Japanese,M,epr,epr_jpn,15,2,pol,polite,7.42,,91,91.9,5.6,76.7,107.6,31,78.07,78.27,1.08,-4.6,1.26,5.86,66.4,58.8,35.9,0.01807,0.0065,0.01068,0.0021,0.13141,0.11585,0.04849,-6.95,-19.8,-22.3,12.2,0.1418,0.01807,0.0065,0.13141,0.04849
Japanese,M,epr,epr_jpn,15,3,cas,casual,6.353,,87.3,86.3,7.3,75.5,106.5,31,77.32,77.17,1.41,-4.86,1.09,5.94,66.3,59.9,34.7,0.02402,0.00959,0.01466,0.0033,0.14003,0.09491,0.04948,-8.54,-16.6,-24.2,11.8,0.1852,0.02402,0.00959,0.14003,0.04948
Japanese,M,epr,epr_jpn,15,3,pol,polite,7.665,,89.3,87.3,7.5,77.3,116.2,38.9,77.71,77.38,1.38,-4.46,2.59,7.06,66,62.2,34.1,0.01737,0.00663,0.01059,0.0041,0.13386,0.16924,0.04813,-6.2,-19,-22.1,12,0.1786,0.01737,0.00663,0.13386,0.04813
Japanese,M,epr,epr_jpn,15,4,cas,casual,8.215,,88.3,87.1,7.5,75.4,107.7,32.2,77.5,77.34,1.46,-4.88,1.28,6.16,65.7,61.6,34,0.02037,0.00826,0.01101,0.0029,0.1244,0.12381,0.0423,-9.48,-20.5,-25.2,12.5,0.1803,0.02037,0.00826,0.1244,0.0423
Japanese,M,epr,epr_jpn,15,4,pol,polite,9.55,,89.4,89.1,6.2,76.7,108.1,31.4,77.74,77.73,1.19,-4.6,1.34,5.94,66.2,61.3,34.4,0.019,0.00691,0.01139,0.0037,0.13053,0.0737,0.03966,-9.14,-21,-24.7,12.7,0.168,0.01906,0.00693,0.13053,0.03966
Japanese,M,epr,epr_jpn,15,5,cas,casual,6.484,,89,87.1,7.3,76.1,107.1,31,77.65,77.34,1.4,-4.7,1.19,5.89,65.5,63.4,32.3,0.01715,0.00601,0.01004,0.0009,0.11226,0.10171,0.04455,-9.43,-20.3,-23.5,12.8,0.1467,0.01715,0.00601,0.11226,0.04455
Japanese,M,epr,epr_jpn,15,5,pol,polite,8.001,,91.1,90.5,7.2,75.4,107.8,32.5,78.06,77.99,1.37,-4.89,1.31,6.2,66.3,61.7,34.3,0.01687,0.00541,0.00913,0.0024,0.12025,0.11405,0.04937,-6.89,-19.4,-24.7,12.5,0.1612,0.01687,0.00541,0.12025,0.04937
Japanese,M,epr,epr_jpn,15,6,cas,casual,6.27,,90.9,89.7,10.3,75.4,114.8,39.4,77.97,77.85,1.92,-4.88,2.35,7.24,67.2,60.1,36.5,0.02192,0.00733,0.01345,0.0012,0.11085,0.10756,0.03748,-10.53,-19.2,-27.7,12.2,0.1818,0.02192,0.00733,0.11085,0.03748
Japanese,M,epr,epr_jpn,15,6,pol,polite,7.676,,90,87.8,8.2,75.7,111.4,35.7,77.83,77.47,1.55,-4.81,1.81,6.62,65.3,58,33.8,0.0184,0.00596,0.01054,0.0026,0.13605,0.17044,0.04824,-14.6,-18.4,-23,11.8,0.1741,0.0184,0.00596,0.13605,0.04824
Japanese,M,epr,epr_jpn,15,7,cas,casual,6.798,,88.8,88.2,7.7,75.7,110.1,34.4,77.61,77.55,1.48,-4.83,1.66,6.49,67.6,61.9,34.1,0.01809,0.00633,0.01018,0.0028,0.12873,0.19588,0.04198,-11.59,-16.7,-20.9,11.6,0.1567,0.01809,0.00633,0.12873,0.04198
Japanese,M,epr,epr_jpn,15,7,pol,polite,7.677,,90.8,91,7.5,75.9,111.5,35.7,78,78.09,1.42,-4.78,1.89,6.66,66.9,60.7,35.3,0.02456,0.0087,0.01368,0.0035,0.14829,0.17311,0.04304,-7.33,-18.7,-22.6,10.9,0.2065,0.02456,0.0087,0.14829,0.04304
Japanese,M,epr,epr_jpn,15,8,cas,casual,8.172,,88.6,87.3,6.5,76.6,108.5,31.9,77.59,77.38,1.25,-4.61,1.42,6.03,66.3,60.4,34.5,0.01424,0.00397,0.00638,0.004,0.13036,0.14077,0.04367,-4.53,-19.9,-24.2,12.7,0.1282,0.01424,0.00397,0.13036,0.04367
Japanese,M,epr,epr_jpn,15,8,pol,polite,8.726,,88.6,87.6,6.7,75.5,107.8,32.2,77.58,77.42,1.28,-4.83,1.3,6.12,66.1,60,34.4,0.01737,0.0052,0.00862,0.0009,0.10513,0.13823,0.03113,-11.04,-19,-23.9,12.8,0.1377,0.01737,0.0052,0.10513,0.03113
Japanese,M,epr,epr_jpn,15,9,cas,casual,6.766,,88.5,88.6,6.8,76.2,109.4,33.2,77.57,77.64,1.31,-4.71,1.55,6.26,65.9,60.1,33.8,0.01852,0.00593,0.00901,0.0039,0.12445,0.1268,0.0438,-7.86,-19.6,-24.3,12.2,0.178,0.01852,0.00593,0.12445,0.0438
Japanese,M,epr,epr_jpn,15,9,pol,polite,7.886,,90.1,90.6,7.7,76.3,112.3,36,77.86,78.01,1.48,-4.68,2.01,6.69,64,57.1,32.1,0.02502,0.01047,0.01344,0.003,0.12069,0.15686,0.04561,-9.9,-18.7,-23.2,11.7,0.1806,0.02502,0.01047,0.12069,0.04561
Japanese,M,epr,epr_jpn,16,10,cas,casual,5.444,,182.3,197.5,49.6,101.2,296.8,195.6,89.44,91.5,4.95,0.26,18.83,18.57,73,65.3,49,0.0163,0.00279,0.0056,0.0015,0.1172,0.10293,0.03243,0.73,-14.2,-22,12,0.1435,0.0163,0.00279,0.1172,0.03243
Japanese,M,epr,epr_jpn,16,10,pol,polite,6.505,,191,179.5,45.8,104.4,295.9,191.5,90.42,89.86,4.23,0.75,18.78,18.03,72.6,63.7,47,0.01525,0.00299,0.00566,0.0013,0.12206,0.12999,0.03424,2.85,-13.8,-20.3,11,0.1764,0.01525,0.00299,0.12206,0.03424
Japanese,M,epr,epr_jpn,16,1,cas,casual,5.814,naturally high,197.2,195.1,51.4,103.4,276.2,172.8,90.83,91.3,4.89,0.58,17.59,17.01,72.9,64.8,47.7,0.01325,0.00272,0.00481,0.0016,0.11782,0.14134,0.03787,1.42,-12,-18,11.8,0.1598,0.01325,0.00272,0.11782,0.03787
Japanese,M,epr,epr_jpn,16,1,pol,polite,6.735,,189.6,187.2,50.4,105.6,292.8,187.2,90.16,90.58,4.76,0.97,18.6,17.63,72.7,65.6,47,0.01546,0.00313,0.00563,0.0015,0.11446,0.11849,0.03045,2.02,-12.9,-19.1,11.3,0.1877,0.01546,0.00313,0.11446,0.03045
Japanese,M,epr,epr_jpn,16,2,cas,casual,5.941,,181.4,188.2,36.3,117.1,265.8,148.7,89.68,90.68,3.55,2.74,16.93,14.19,73.6,64.7,47.6,0.01474,0.00392,0.0063,0.0012,0.10289,0.13005,0.03282,1.44,-15.2,-19.8,12,0.1595,0.01474,0.00392,0.10289,0.03282
Japanese,M,epr,epr_jpn,16,2,pol,polite,7.054,naturally high,195,202.6,34.8,117.9,284.2,166.3,91,91.95,3.23,2.85,18.08,15.23,72.2,64,44.9,0.01377,0.00289,0.00579,0.0011,0.11315,0.12635,0.03031,1.64,-14.4,-17.9,11.8,0.1802,0.01377,0.00289,0.11315,0.03031
Japanese,M,epr,epr_jpn,16,3,cas,casual,5.784,,194.5,194.5,44,109.3,288.1,178.8,90.79,91.25,3.99,1.54,18.32,16.77,73.2,66.2,46.1,0.01436,0.00333,0.00628,0.0013,0.11367,0.10065,0.03188,-0.22,-12.5,-17.6,11.6,0.1736,0.01436,0.00333,0.11367,0.03188
Japanese,M,epr,epr_jpn,16,3,pol,polite,6.907,,180,172.9,45.4,108.6,292.5,183.9,89.38,89.2,4.21,1.43,18.58,17.15,72.5,64.9,44.6,0.01529,0.00329,0.00657,0.0013,0.12702,0.15295,0.03284,1.31,-13.2,-18.7,11.3,0.1631,0.01529,0.00329,0.12702,0.03284
Japanese,M,epr,epr_jpn,16,4,cas,casual,7.724,,177.5,183.4,48.7,97,275,178,88.96,90.23,5,-0.51,17.51,18.02,72.4,63,44.5,0.01945,0.00421,0.00794,0.0016,0.1245,0.12798,0.03055,1.61,-12.3,-17.7,10.2,0.1973,0.01945,0.00421,0.1245,0.03055
Japanese,M,epr,epr_jpn,16,4,pol,polite,9.18,,186.7,189.1,46.3,105.3,288,182.6,89.97,90.75,4.46,0.9,18.31,17.41,73,64.6,48.1,0.01523,0.00351,0.00654,0.0014,0.12741,0.12403,0.03526,1.32,-13.4,-17.4,11.1,0.1945,0.01523,0.00351,0.12741,0.03526
Japanese,M,epr,epr_jpn,16,5,cas,casual,5.734,,192.5,189.1,44.4,102.1,277.5,175.5,90.58,90.76,4.17,0.36,17.67,17.32,73.8,67.7,41.8,0.01437,0.00376,0.00695,0.0014,0.10543,0.10133,0.03078,2.63,-12.3,-19.5,12.5,0.1548,0.01437,0.00376,0.10543,0.03078
Japanese,M,epr,epr_jpn,16,5,pol,polite,6.657,,180.1,181.4,36.9,98.7,255.8,157.1,89.52,90.04,3.73,-0.23,16.26,16.48,72.9,66.2,39.6,0.01596,0.00418,0.00755,0.0013,0.12463,0.12858,0.03844,1.65,-14.2,-20.3,11.7,0.1857,0.01596,0.00418,0.12463,0.03844
Japanese,M,epr,epr_jpn,16,6,cas,casual,5.892,naturally high,199.3,210.6,56.4,91.2,295.8,204.6,90.86,92.62,5.52,-1.58,18.78,20.36,73.3,65.8,46.7,0.0177,0.00324,0.00605,0.0017,0.1128,0.12567,0.03137,-0.7,-15.2,-21.7,12.2,0.1657,0.0177,0.00324,0.11237,0.03085
Japanese,M,epr,epr_jpn,16,6,pol,polite,7.764,,184.4,184.2,42.3,102.8,288.1,185.3,89.85,90.3,4.1,0.49,18.32,17.84,72.9,65.7,45.2,0.01516,0.00312,0.00578,0.0014,0.10385,0.10169,0.02611,1.26,-13.7,-18.7,13,0.1547,0.01516,0.00312,0.10385,0.02611
Japanese,M,epr,epr_jpn,16,7,cas,casual,6.796,,190.3,191.2,47.2,105.1,275.1,170,90.31,90.94,4.46,0.87,17.52,16.64,72.9,63.7,47.3,0.01652,0.00339,0.00676,0.0014,0.10271,0.12545,0.02699,-2.03,-14.9,-19.2,12.6,0.1585,0.01652,0.00339,0.10271,0.02699
Japanese,M,epr,epr_jpn,16,7,pol,polite,7.836,,199.9,208.4,41.4,111.7,278.9,167.2,91.31,92.44,3.88,1.91,17.76,15.84,72.6,64,47.2,0.01432,0.00322,0.00665,0.0012,0.12035,0.13692,0.03022,0.27,-15.1,-20.1,12.9,0.1465,0.01432,0.00322,0.12035,0.03022
Japanese,M,epr,epr_jpn,16,8,cas,casual,7.501,,194.5,195.2,44.7,105.5,298.7,193.2,90.77,91.31,4.12,0.93,18.94,18.01,73,63.3,47,0.0175,0.00352,0.00678,0.0014,0.11259,0.14005,0.03025,-0.58,-13.2,-18.5,10.8,0.1772,0.0175,0.00352,0.11274,0.03032
Japanese,M,epr,epr_jpn,16,8,pol,polite,8.197,,180.7,178.6,42.7,103.5,281.6,178.1,89.46,89.77,4.27,0.6,17.93,17.33,72.3,63.9,43.8,0.01679,0.00373,0.00725,0.0015,0.11654,0.13854,0.03362,2.32,-14.6,-20.9,11,0.1823,0.01679,0.00373,0.1166,0.0337
Japanese,M,epr,epr_jpn,16,9,cas,casual,6.763,naturally high,201,230.4,53.5,102.7,268.3,165.7,91.09,94.18,5.23,0.46,17.08,16.63,72.8,63.6,46.2,0.01345,0.00309,0.00572,0.0016,0.08909,0.10058,0.02318,0.002,-14.8,-16.7,12.9,0.1512,0.01345,0.00309,0.08909,0.02318
Japanese,M,epr,epr_jpn,16,9,pol,polite,7.298,,183.6,174.4,43.9,108.8,278.7,169.9,89.74,89.35,4.18,1.46,17.74,16.28,72.7,64.3,43.8,0.01399,0.00326,0.00622,0.0014,0.11123,0.12385,0.02778,2.79,-15.1,-18.9,11.7,0.1688,0.01399,0.00326,0.11123,0.02778
