language,gender,task,langtask,speaker,scenario,condition1,condition2,dur,notes,f0mnhz,f0mdhz,f0sdhz,f0mihz,f0mahz,f0rghz ,f0mnvst,f0mdvst,f0sdvst,f0mivst,f0mavst,f0rgvst,inmn,inmd,inrange,jitloc,jitrap,jitppq5,periodsd,shimloc,shimapq11,shimapq3,h1mh2mn,slopen0114,slopen5228,mnHNR,mnNHR,jitlocvr,jitrapvr,shimlocvr,shimapq3vr
Japanese,M,epr,epr_jpn,19,10,cas,casual,5.187,,99.9,97.2,10.2,82.5,145.7,63.2,79.62,79.23,1.67,-3.33,6.51,9.85,69.2,62.4,43.7,0.02214,0.00837,0.01286,0.0028,0.16349,0.19861,0.05096,-3.37,-13,-16.9,9.3,0.2152,0.02214,0.00837,0.1641,0.05096
Japanese,M,epr,epr_jpn,19,10,pol,polite,6.425,,99.5,99.5,7.8,83,120.5,37.5,79.59,79.63,1.33,-3.22,3.23,6.45,68.8,62.1,43.2,0.0203,0.00794,0.01305,0.0021,0.14229,0.13168,0.04691,-1.89,-13,-18.1,9.8,0.21,0.0203,0.00794,0.14235,0.047
Japanese,M,epr,epr_jpn,19,1,cas,casual,5.356,,95.4,94.3,8.4,79.9,112.3,32.3,78.85,78.7,1.5,-3.88,2,5.88,69.7,66.5,43.2,0.02148,0.00877,0.01263,0.0028,0.15232,0.14278,0.06119,-2.84,-12.8,-17.7,10.7,0.2046,0.02148,0.00877,0.15232,0.06119
Japanese,M,epr,epr_jpn,19,1,pol,polite,7.274,,100.2,99.3,9,83.2,122.6,39.5,79.69,79.6,1.53,-3.19,3.53,6.72,69.7,63.6,43.3,0.01872,0.00654,0.00851,0.0023,0.1252,0.09533,0.03865,-3.9,-13.2,-19.4,10.9,0.1861,0.01872,0.00654,0.12518,0.03878
Japanese,M,epr,epr_jpn,19,2,cas,casual,4.945,,99.5,99.1,8.2,85.9,120.4,34.5,79.58,79.56,1.4,-2.63,3.22,5.85,69.9,64.4,41.7,0.02035,0.00743,0.01068,0.0024,0.14542,0.15908,0.05948,-2.89,-12.5,-19.3,10,0.2227,0.02035,0.00743,0.14542,0.05948
Japanese,M,epr,epr_jpn,19,2,pol,polite,7.207,,104.3,104.1,9.6,85.8,138.2,52.5,80.38,80.43,1.57,-2.65,5.57,8.22,69.6,60.1,42.5,0.02093,0.00806,0.01326,0.0014,0.13015,0.11414,0.04161,-3.8,-14,-18.6,10,0.2106,0.02093,0.00806,0.13015,0.04161
Japanese,M,epr,epr_jpn,19,3,cas,casual,5.898,,97.4,96,9,85.3,138.5,53.2,79.2,79.01,1.48,-2.74,5.64,8.38,67.7,62.8,38,0.02485,0.0101,0.01508,0.0027,0.16739,0.15694,0.06545,2.2,-14.3,-17.4,8.8,0.2525,0.02485,0.0101,0.16739,0.06545
Japanese,M,epr,epr_jpn,19,3,pol,polite,7.566,,95.9,94.3,6.9,85.1,117.1,32,78.95,78.7,1.21,-2.79,2.73,5.52,67.1,61.4,40.6,0.0258,0.01043,0.01677,0.0018,0.1461,0.17381,0.04805,-1.14,-14.1,-16.2,9.9,0.2144,0.0258,0.01043,0.1461,0.04805
Japanese,M,epr,epr_jpn,19,4,cas,casual,7.899,,99.4,97.4,8.5,85,116.7,31.6,79.56,79.27,1.46,-2.8,2.67,5.48,68.8,63.5,41.9,0.02092,0.00786,0.01103,0.0025,0.12802,0.16821,0.04249,-2.28,-13.6,-17.6,10.1,0.2216,0.02092,0.00786,0.12802,0.04249
Japanese,M,epr,epr_jpn,19,4,pol,polite,9.442,,100.7,99.7,7.7,87.2,124.6,37.4,79.81,79.68,1.3,-2.36,3.81,6.17,68.3,61.5,42.1,0.02353,0.0086,0.01256,0.0025,0.14225,0.1156,0.04459,-3.2,-13.4,-17.2,9.8,0.233,0.02353,0.0086,0.14225,0.04459
Japanese,M,epr,epr_jpn,19,5,cas,casual,5.832,,99.4,95.9,11,80.3,121.6,41.3,79.52,79.01,1.91,-3.79,3.39,7.18,69.1,65.1,40.8,0.02732,0.01173,0.01784,0.0026,0.14942,0.20151,0.05803,-3.83,-13.1,-16.4,9.1,0.244,0.02732,0.01173,0.14942,0.05803
Japanese,M,epr,epr_jpn,19,5,pol,polite,8.359,,101,98.2,10,78.8,121.3,42.5,79.81,79.41,1.72,-4.13,3.34,7.47,69.4,63.2,43.5,0.02569,0.01151,0.01828,0.002,0.13067,0.10853,0.04275,-3.9,-13.2,-17.3,10.3,0.2213,0.02569,0.01151,0.13067,0.04275
Japanese,M,epr,epr_jpn,19,6,cas,casual,6.473,,99.6,98.9,8.1,83.5,119.1,35.6,79.6,79.53,1.41,-3.1,3.03,6.13,70.6,60.9,45.7,0.01741,0.00736,0.01038,0.0023,0.1079,0.13271,0.03568,-4.14,-12.2,-20.4,10,0.2028,0.01741,0.00736,0.1079,0.03568
Japanese,M,epr,epr_jpn,19,6,pol,polite,7.617,,97.1,96,7.1,84.6,116.5,31.9,79.16,79.01,1.23,-2.89,2.65,5.53,68.2,62.3,40.6,0.02725,0.01253,0.01642,0.0028,0.12726,0.06565,0.04832,-3.25,-13.5,-18.2,9.5,0.2573,0.02725,0.01253,0.12726,0.04832
Japanese,M,epr,epr_jpn,19,7,cas,casual,6.133,,97.1,94.7,7.4,81.7,121.5,39.9,79.18,78.79,1.27,-3.22,3.38,6.6,69,62.9,38.7,0.0215,0.00784,0.01156,0.0032,0.16192,0.138,0.0514,0.009,-14.5,-17.2,9.5,0.2284,0.0215,0.00784,0.16192,0.0514
Japanese,M,epr,epr_jpn,19,7,pol,polite,7.923,,103.9,103.4,6.4,88.4,118,29.6,80.35,80.3,1.06,-2.13,2.84,4.97,68.5,59,42.3,0.02296,0.00944,0.01315,0.003,0.14031,0.13277,0.03931,-4.2,-13.5,-20.3,10.5,0.2176,0.02296,0.00944,0.14035,0.03898
Japanese,M,epr,epr_jpn,19,8,cas,casual,7.478,,95.3,95.1,8.6,81.3,114.3,33,78.82,78.85,1.54,-3.58,2.32,5.89,69.1,60.6,41.6,0.03308,0.01475,0.02085,0.0023,0.15765,0.15655,0.04818,-2.32,-12.2,-19.1,8.3,0.2994,0.03308,0.01475,0.15765,0.04818
Japanese,M,epr,epr_jpn,19,8,pol,polite,9.079,,96,95.1,8.5,81.6,117.8,36.2,78.95,78.86,1.5,-3.53,2.84,6.36,68,60.1,41.3,0.02781,0.0122,0.01842,0.0033,0.14237,0.17687,0.04642,-2.56,-13.3,-18.3,9.4,0.2397,0.02781,0.0122,0.14214,0.0466
Japanese,M,epr,epr_jpn,19,9,cas,casual,7.851,,99.3,98.5,6.9,86.7,127.8,41.1,79.56,79.46,1.16,-2.44,4.14,6.58,66.7,60.2,38.5,0.02186,0.00853,0.01382,0.0017,0.13536,0.14988,0.04552,-1.77,-13.5,-16.6,9.7,0.2071,0.02186,0.00853,0.13517,0.04573
Japanese,M,epr,epr_jpn,19,9,pol,polite,7.742,,101.4,99.4,9.6,84.3,132.5,48.1,79.89,79.62,1.57,-2.95,4.87,7.82,67.4,59.7,38.9,0.02613,0.00901,0.01603,0.002,0.12937,0.11615,0.0457,-1.65,-14.4,-18.6,9.9,0.205,0.02613,0.00901,0.12964,0.0457
Japanese,M,epr,epr_jpn,1,10,cas,casual,5.64,,117.2,115.4,21.3,80.6,177.7,97.1,82.19,82.21,3.1,-3.68,9.95,13.63,65.4,61.5,36.7,0.01933,0.00566,0.00947,0.0017,0.10132,0.10379,0.02845,0.48,-14.8,-13.7,11.9,0.1582,0.01933,0.00566,0.10132,0.02845
Japanese,M,epr,epr_jpn,1,10,pol,polite,5.947,,135.5,138.7,22.9,87.6,189.5,101.9,84.73,85.39,3.04,-2.29,11.07,13.36,65.8,60.7,34.4,0.02131,0.00638,0.01018,0.0017,0.11902,0.10423,0.0424,3.22,-16.5,-16.8,11.8,0.1715,0.02131,0.00638,0.11902,0.0424
Japanese,M,epr,epr_jpn,1,1,cas,casual,5.488,,134.1,129.7,27.3,84.3,186,101.7,84.45,84.23,3.55,-2.94,10.73,13.67,68.4,63.9,35.9,0.01654,0.00479,0.00689,0.0016,0.09405,0.1096,0.03352,3,-13.2,-15.6,12.1,0.1707,0.01654,0.00479,0.09405,0.03352
Japanese,M,epr,epr_jpn,1,1,pol,polite,6.846,,138.5,144.9,27.5,82.9,196.2,113.3,84.99,86.15,3.7,-3.25,11.67,14.92,68.6,64.8,40.1,0.01738,0.00397,0.00658,0.0016,0.10136,0.09378,0.02919,3.73,-15,-17,12.1,0.1605,0.01738,0.00397,0.10136,0.02919
Japanese,M,epr,epr_jpn,1,2,cas,casual,5.905,,127.1,134.7,23.2,82.8,166.2,83.4,83.57,84.88,3.38,-3.26,8.79,12.06,65.4,61.4,37.6,0.01432,0.00417,0.00635,0.0018,0.10203,0.10932,0.03588,-1.25,-13.6,-12.9,11.8,0.1523,0.01432,0.00417,0.10203,0.03588
Japanese,M,epr,epr_jpn,1,2,pol,polite,6.338,,136.4,142,23.6,85.5,193,107.6,84.82,85.79,3.22,-2.72,11.39,14.11,66.9,62.5,36.3,0.01687,0.00529,0.00855,0.002,0.10087,0.09989,0.0343,2.19,-18.2,-16.8,11.9,0.1714,0.01687,0.00529,0.10087,0.0343
Japanese,M,epr,epr_jpn,1,3,cas,casual,5.913,,130.5,126.8,27.6,80.1,191.7,111.6,83.95,83.83,3.68,-3.84,11.27,15.11,67.9,63.7,33.7,0.02121,0.0074,0.01097,0.0019,0.12497,0.17055,0.03754,2.71,-14.9,-15.8,11.1,0.1875,0.02121,0.0074,0.12497,0.03754
Japanese,M,epr,epr_jpn,1,3,pol,polite,7.103,,132.4,131.2,29.5,82.9,205.9,123,84.16,84.42,3.89,-3.25,12.5,15.75,68.1,63.2,36,0.0194,0.00577,0.00937,0.0021,0.10962,0.10422,0.03348,3.01,-15.6,-17.2,11.7,0.1622,0.0194,0.00577,0.10962,0.03348
Japanese,M,epr,epr_jpn,1,4,cas,casual,7.563,,126.7,130,25,83.2,173.7,90.5,83.47,84.27,3.55,-3.19,9.56,12.75,68.1,63.3,35.8,0.01981,0.00675,0.01088,0.0018,0.09893,0.09719,0.02724,-0.79,-14.5,-15.9,11.1,0.1966,0.01981,0.00675,0.09893,0.02724
Japanese,M,epr,epr_jpn,1,4,pol,polite,9.333,,142,143.6,31.5,80.9,210.2,129.3,85.34,85.99,4.06,-3.64,12.86,16.5,68.9,63.4,36.8,0.02261,0.00699,0.01185,0.002,0.10603,0.09029,0.02974,2.16,-16.8,-17.5,11.5,0.1994,0.02261,0.00699,0.10594,0.02917
Japanese,M,epr,epr_jpn,1,5,cas,casual,6.203,,130.3,129.1,24.3,82.6,184.9,102.2,84.01,84.15,3.24,-3.3,10.64,13.94,68,65.2,35,0.0195,0.00647,0.01043,0.0015,0.1019,0.10633,0.03403,1.89,-14.4,-16.4,11.8,0.1651,0.0195,0.00647,0.1019,0.03403
Japanese,M,epr,epr_jpn,1,5,pol,polite,7.433,,131.5,135.3,23.9,81.3,181.7,100.3,84.15,84.96,3.34,-3.57,10.33,13.91,67.7,63.8,36.6,0.01804,0.00565,0.00981,0.0015,0.10367,0.09759,0.03157,1.91,-13.9,-14,11.4,0.1762,0.01804,0.00565,0.10367,0.03157
Japanese,M,epr,epr_jpn,1,6,cas,casual,6.501,,125.5,123.5,24.3,82.2,175.1,92.9,83.33,83.38,3.41,-3.4,9.7,13.09,67.8,62.9,39.7,0.02069,0.00666,0.01024,0.0016,0.11864,0.11645,0.03528,0.28,-13.5,-15.3,11.3,0.1675,0.02069,0.00666,0.11864,0.03528
Japanese,M,epr,epr_jpn,1,6,pol,polite,7.554,,133.7,138.2,26.4,81.2,179.6,98.4,84.4,85.33,3.57,-3.61,10.13,13.74,68.2,62.5,38.1,0.02006,0.0054,0.00838,0.0019,0.10478,0.1244,0.03492,1.7,-15.6,-17.5,11.5,0.1725,0.02006,0.0054,0.10478,0.03492
Japanese,M,epr,epr_jpn,1,7,cas,casual,6.209,,126.5,127.3,19.6,80.6,168.7,88.1,83.58,83.91,2.78,-3.73,9.05,12.78,67.2,63.2,35.2,0.01935,0.00567,0.00998,0.0016,0.11494,0.10677,0.03411,-0.75,-14.6,-13.2,11.1,0.1763,0.01935,0.00567,0.11494,0.03411
Japanese,M,epr,epr_jpn,1,7,pol,polite,7.244,,130.2,129.4,40.8,80.1,548.8,468.7,83.88,84.19,3.35,-3.85,29.48,33.33,67,63.5,35.7,0.02046,0.0057,0.00978,0.002,0.11765,0.12258,0.03317,2.43,-15.4,-16.9,11.3,0.1919,0.02046,0.0057,0.11765,0.03317
Japanese,M,epr,epr_jpn,1,8,cas,casual,7.14,,127.2,127.1,25,80.3,183.7,103.4,83.56,83.87,3.46,-3.79,10.53,14.32,68.5,63.7,39.6,0.02213,0.00678,0.01085,0.0018,0.11556,0.11638,0.03392,1.95,-15.4,-18.1,11.4,0.1822,0.02213,0.00678,0.11556,0.03392
Japanese,M,epr,epr_jpn,1,8,pol,polite,7.881,,135.8,138.1,24.2,86,190.8,104.9,84.74,85.31,3.19,-2.62,11.19,13.81,68,63.2,37.3,0.02043,0.00617,0.00968,0.0019,0.1127,0.14344,0.03382,2.94,-16.9,-18.9,11.3,0.18,0.02043,0.00617,0.1127,0.03382
Japanese,M,epr,epr_jpn,1,9,cas,casual,6.712,,123.3,119.2,23.7,83,200.8,117.8,83.04,82.77,3.22,-3.22,12.07,15.29,66.4,60.2,38.2,0.02323,0.00813,0.0117,0.002,0.11234,0.12526,0.03382,0.03,-15.6,-18.3,11.4,0.1922,0.02323,0.00813,0.11234,0.03382
Japanese,M,epr,epr_jpn,1,9,pol,polite,7.624,,122.8,120.5,25.1,75.7,197.7,122.1,82.93,82.96,3.43,-4.68,11.8,16.48,66.9,61.3,36.4,0.02229,0.00654,0.01165,0.0016,0.10558,0.10273,0.03236,2.14,-16,-16.2,10.9,0.1795,0.02229,0.00654,0.10558,0.03236
Japanese,M,epr,epr_jpn,4,10,cas,casual,4.267,,137.9,141.6,19.3,97.9,179.8,81.9,85.11,85.75,2.5,-0.37,10.15,10.53,75.4,73.6,38.4,0.01415,0.00292,0.00525,0.0011,0.09802,0.10145,0.02648,-2.09,-14.6,-19.3,12.7,0.1121,0.01415,0.00292,0.09802,0.02648
Japanese,M,epr,epr_jpn,4,10,pol,polite,5.695,,144.8,150.7,16.5,102.2,171.1,68.9,86.01,86.83,2.09,0.37,9.29,8.92,73.3,70.5,39.5,0.01704,0.00415,0.00762,0.001,0.09499,0.1178,0.02379,0.76,-15.9,-20.4,12.3,0.1514,0.01704,0.00415,0.09499,0.02379
Japanese,M,epr,epr_jpn,4,1,cas,casual,4.249,,139.2,137.4,20.9,99.6,179.8,80.2,85.25,85.23,2.64,-0.07,10.15,10.23,75.1,73.1,39,0.01414,0.0034,0.00577,0.0012,0.09975,0.11608,0.0316,-0.95,-13.7,-18.4,12.4,0.112,0.01414,0.0034,0.09975,0.0316
Japanese,M,epr,epr_jpn,4,1,pol,polite,5.365,,135.6,137.1,16.9,98.9,173.3,74.5,84.86,85.19,2.19,-0.18,9.52,9.7,73.3,71.9,28.9,0.01665,0.00428,0.00774,0.0011,0.10461,0.10872,0.03451,0.86,-14.3,-18.8,12,0.1473,0.01665,0.00428,0.10461,0.03451
Japanese,M,epr,epr_jpn,4,2,cas,casual,5.051,,139.7,143.8,18.1,99,179.6,80.6,85.36,86.02,2.3,-0.17,10.14,10.31,74.5,72.7,41.4,0.01599,0.00357,0.00683,0.0012,0.12118,0.15709,0.03404,-1.88,-14.9,-21.1,12.1,0.1444,0.01599,0.00357,0.12118,0.03404
Japanese,M,epr,epr_jpn,4,2,pol,polite,6.295,,138.2,139.5,12.4,81,173.6,92.6,85.26,85.48,1.61,-3.64,9.55,13.19,73.6,70.3,42.1,0.01692,0.0046,0.00848,0.0008,0.11621,0.15018,0.03634,-1.46,-16.1,-19.9,12.2,0.156,0.01692,0.0046,0.11621,0.03634
Japanese,M,epr,epr_jpn,4,3,cas,casual,4.669,,130,124.7,20,88.5,175.4,87,84.06,83.55,2.64,-2.12,9.73,11.85,74.2,73.3,29.7,0.01417,0.00338,0.00622,0.0012,0.10762,0.10817,0.03169,-0.54,-14.2,-18.5,12,0.1381,0.01417,0.00338,0.10762,0.03169
Japanese,M,epr,epr_jpn,4,3,pol,polite,6.042,,135,135,18.1,90.4,185.9,95.5,84.76,84.92,2.33,-1.74,10.73,12.47,73.5,71.9,36.3,0.01714,0.00392,0.00716,0.0011,0.1044,0.1245,0.03338,1.44,-15.8,-21.3,12.6,0.1369,0.01714,0.00392,0.1044,0.03338
Japanese,M,epr,epr_jpn,4,4,cas,casual,6.879,,135,132.9,20.2,90.6,181.5,90.8,84.72,84.66,2.6,-1.71,10.31,12.02,72.6,68.7,41.4,0.01613,0.00411,0.00797,0.0017,0.09131,0.11062,0.02735,2.33,-15.6,-20.4,12.9,0.1355,0.01613,0.00411,0.09131,0.02735
Japanese,M,epr,epr_jpn,4,4,pol,polite,7.444,,133.7,136.4,16.1,97.8,180.3,82.5,84.62,85.1,2.11,-0.37,10.21,10.58,72.6,70.3,35.7,0.0179,0.00498,0.00913,0.0013,0.1164,0.12613,0.03579,1.35,-15.4,-20.8,11.7,0.161,0.0179,0.00498,0.1164,0.03579
Japanese,M,epr,epr_jpn,4,5,cas,casual,5.171,,137.7,135.3,17.6,95.3,169.6,74.2,85.12,84.95,2.27,-0.83,9.14,9.97,74.3,73.3,28.8,0.0138,0.0041,0.00745,0.0011,0.10189,0.10896,0.03277,0.17,-14.9,-18.7,12.9,0.1403,0.0138,0.0041,0.10189,0.03277
Japanese,M,epr,epr_jpn,4,5,pol,polite,5.927,,139.6,139.3,14.9,103.8,169.8,66,85.41,85.47,1.88,0.65,9.16,8.51,74.5,73.7,31.2,0.01561,0.00443,0.00873,0.001,0.09963,0.11051,0.03061,0.58,-15.5,-19.1,12.5,0.1495,0.01561,0.00443,0.09963,0.03061
Japanese,M,epr,epr_jpn,4,6,cas,casual,4.72,,133.1,129,23.6,93.9,186.1,92.2,84.42,84.14,3,-1.08,10.76,11.83,73.9,70.8,39,0.0196,0.00542,0.00864,0.0013,0.09748,0.10159,0.02898,1.15,-13.7,-19.9,10.8,0.1816,0.0196,0.00542,0.09748,0.02898
Japanese,M,epr,epr_jpn,4,6,pol,polite,6.263,,136,138.4,17.5,96.2,178.9,82.8,84.9,85.35,2.26,-0.68,10.07,10.75,73.7,71,37.1,0.01892,0.00502,0.00863,0.001,0.09754,0.12812,0.02696,2.04,-14.4,-19.2,11.3,0.1782,0.01892,0.00502,0.09754,0.02696
Japanese,M,epr,epr_jpn,4,7,cas,casual,4.997,,138.6,137.2,14.5,100.9,177.5,76.6,85.28,85.2,1.81,0.15,9.93,9.78,74.3,73,33.5,0.01805,0.00515,0.01012,0.0014,0.09622,0.09807,0.03049,-0.36,-15.3,-20.5,12,0.1704,0.01805,0.00515,0.09622,0.03049
Japanese,M,epr,epr_jpn,4,7,pol,polite,6.422,,134.4,136.1,14.1,84.9,164.8,79.9,84.74,85.07,1.95,-2.84,8.64,11.48,73.1,70.5,40.3,0.01567,0.00394,0.00636,0.0017,0.11455,0.13734,0.03426,3.39,-15.2,-19.9,12.3,0.1396,0.01567,0.00394,0.11455,0.03426
Japanese,M,epr,epr_jpn,4,8,cas,casual,6.406,,124.5,122,15.2,94.1,162.1,68.1,83.39,83.17,2.08,-1.04,8.37,9.41,73.5,72,38.9,0.01372,0.00377,0.00671,0.001,0.11595,0.11981,0.03373,-1.43,-15.2,-18.8,12.7,0.1157,0.01372,0.00377,0.11595,0.03373
Japanese,M,epr,epr_jpn,4,8,pol,polite,6.759,,131.3,130.5,18.1,83.9,177.2,93.2,84.28,84.33,2.4,-2.88,9.9,12.78,73.8,71.4,31.8,0.01808,0.00501,0.00896,0.0011,0.11281,0.149,0.03468,0.08,-15.6,-19.7,11.2,0.1654,0.01808,0.00501,0.11281,0.03468
Japanese,M,epr,epr_jpn,4,9,cas,casual,5.834,,134.9,136.3,19.9,96.6,188.5,92,84.72,85.09,2.57,-0.6,10.98,11.58,73.8,71.2,36.4,0.01837,0.00506,0.00881,0.0013,0.10014,0.13005,0.02845,1.6,-14.9,-20.2,11.8,0.1744,0.0174,0.00482,0.10025,0.02829
Japanese,M,epr,epr_jpn,4,9,pol,polite,6.117,,144.2,148.3,18.8,103.1,188.3,85.2,85.91,86.55,2.31,0.53,10.96,10.43,73.5,70,36,0.01743,0.00429,0.00829,0.0011,0.10831,0.15051,0.03108,0.83,-15.4,-20.1,12.1,0.1583,0.01743,0.00429,0.10831,0.03108
Japanese,M,epr,epr_jpn,9,10,cas,casual,5.67,,134.7,136.4,17.5,94.7,163.3,68.6,84.73,85.1,2.32,-0.94,8.49,9.42,73,65,46.1,0.02175,0.00645,0.0107,0.0017,0.1373,0.11483,0.0471,-3.92,-11.3,-20,9.5,0.2195,0.02175,0.00645,0.1373,0.0471
Japanese,M,epr,epr_jpn,9,10,pol,polite,5.999,,135.8,139.7,17,103.6,173.3,69.6,84.88,85.51,2.25,0.63,9.52,8.89,71.9,64.8,44.2,0.01838,0.00518,0.00774,0.001,0.12986,0.16627,0.04018,-2.66,-12,-21.3,10,0.1995,0.01838,0.00518,0.12986,0.04018
Japanese,M,epr,epr_jpn,9,1,cas,casual,5.512,,128.5,126.4,14.6,92.3,163.6,71.3,83.96,83.78,1.98,-1.35,8.52,9.87,72.6,66.8,46.2,0.01286,0.00359,0.00515,0.0021,0.13571,0.16543,0.04689,-0.99,-9.7,-17.4,9.4,0.1998,0.01286,0.00359,0.13571,0.04689
Japanese,M,epr,epr_jpn,9,1,pol,polite,6.528,,129.4,130.6,18.7,97.1,175.8,78.7,84.01,84.35,2.49,-0.5,9.77,10.27,72.7,66.1,45.3,0.01773,0.00508,0.00915,0.0012,0.12589,0.13992,0.03866,-3.4,-10.2,-17.6,9.8,0.2046,0.01773,0.00508,0.12589,0.03866
Japanese,M,epr,epr_jpn,9,2,cas,casual,6.181,,146.7,150.6,12.5,108.3,167.7,59.4,86.3,86.82,1.59,1.4,8.95,7.56,71.9,60.6,46.6,0.02192,0.00618,0.01064,0.0018,0.10643,0.14266,0.03309,-0.78,-12.4,-19.6,10.2,0.2215,0.02192,0.00618,0.10643,0.03309
Japanese,M,epr,epr_jpn,9,2,pol,polite,6.565,,146.7,154.6,20.3,101.1,183.6,82.5,86.18,87.27,2.55,0.2,10.52,10.32,72.5,64.8,46.2,0.01576,0.00433,0.00769,0.0017,0.1258,0.15614,0.0403,-2.53,-13.2,-19.4,10.6,0.2152,0.01576,0.00433,0.1258,0.0403
Japanese,M,epr,epr_jpn,9,3,cas,casual,6.569,,129.1,129.3,15,99.2,162.5,63.4,84.03,84.17,2.01,-0.15,8.4,8.55,71.1,64.3,45.7,0.01583,0.00517,0.00826,0.0017,0.13235,0.20812,0.05149,-0.69,-11.6,-19.1,9.3,0.2154,0.01583,0.00517,0.13235,0.05149
Japanese,M,epr,epr_jpn,9,3,pol,polite,7.642,,139,138.2,18.7,100.6,187.6,87,85.27,85.33,2.33,0.11,10.89,10.78,73.1,65.6,46.7,0.01586,0.00434,0.00739,0.0019,0.1222,0.1398,0.04139,-4.05,-11.6,-18.9,10.4,0.1896,0.01586,0.00434,0.1222,0.04139
Japanese,M,epr,epr_jpn,9,4,cas,casual,8.43,,134.2,134.2,14.7,106.5,161.7,55.2,84.71,84.82,1.92,1.09,8.31,7.23,71.9,62.8,46.7,0.01751,0.00581,0.00869,0.0019,0.13421,0.1492,0.04361,-1.8,-10.4,-18.8,9.6,0.2249,0.01751,0.00581,0.13421,0.04361
Japanese,M,epr,epr_jpn,9,4,pol,polite,9.112,,133.5,136.6,14.9,105.5,168.2,62.7,84.62,85.13,1.97,0.93,9,8.07,72.3,64.1,45.3,0.01874,0.0062,0.00958,0.0014,0.11183,0.13669,0.03889,-3.26,-10.8,-17.1,9.8,0.2335,0.01874,0.0062,0.11183,0.03889
Japanese,M,epr,epr_jpn,9,5,cas,casual,6.216,,134.5,132.9,15.2,101.5,170.4,69,84.75,84.65,1.98,0.28,9.23,8.95,71.8,68.3,41.3,0.01649,0.00522,0.00925,0.0019,0.1369,0.16058,0.04321,0.26,-12.6,-19.6,10.3,0.2169,0.01649,0.00522,0.1369,0.04321
Japanese,M,epr,epr_jpn,9,5,pol,polite,7.385,,139.2,140.5,15.7,97.3,168.7,71.4,85.34,85.61,2.06,-0.46,9.05,9.51,71.7,66.5,41.4,0.01656,0.00502,0.00742,0.0017,0.1147,0.17926,0.03822,0.13,-11.6,-19.4,11.1,0.1843,0.01656,0.00502,0.11492,0.03822
Japanese,M,epr,epr_jpn,9,6,cas,casual,5.792,,120.6,119.5,12.5,97.4,145.8,48.4,82.87,82.81,1.79,-0.45,6.53,6.98,69.6,63.6,40.4,0.01653,0.00518,0.00919,0.0027,0.14881,0.17474,0.05256,-3,-12,-20.3,9.4,0.2183,0.01653,0.00518,0.14881,0.05256
Japanese,M,epr,epr_jpn,9,6,pol,polite,7.195,,127.1,127.7,13.3,97.7,158.8,61.2,83.79,83.95,1.81,-0.41,7.93,8.33,69.9,62.8,42.3,0.01965,0.00643,0.00938,0.0025,0.12614,0.10887,0.03699,-1.19,-12.8,-19.8,9.5,0.2382,0.01965,0.00643,0.12614,0.03699
Japanese,M,epr,epr_jpn,9,7,cas,casual,6.379,,132.5,131.7,12.3,110.5,166.6,56.1,84.52,84.49,1.59,1.73,8.83,7.11,71.7,63.2,45.3,0.0156,0.00412,0.00671,0.0016,0.11769,0.15485,0.03667,-0.24,-12.7,-19,10.1,0.195,0.0156,0.00412,0.11769,0.03667
Japanese,M,epr,epr_jpn,9,7,pol,polite,7.275,,133.4,134.4,16.3,101.4,176.3,74.9,84.58,84.84,2.13,0.26,9.82,9.55,71.4,64,44.2,0.01693,0.0044,0.00781,0.0014,0.12744,0.15611,0.03965,-2.79,-11.6,-19.1,10.3,0.1911,0.01693,0.0044,0.12744,0.03965
Japanese,M,epr,epr_jpn,9,8,cas,casual,6.67,,125.6,125.4,15,96.3,157.2,60.9,83.55,83.65,2.06,-0.64,7.83,8.47,71.1,63.9,44.7,0.02059,0.00697,0.01063,0.0024,0.13794,0.12736,0.04408,-0.92,-12.1,-20.2,9.1,0.2221,0.02059,0.00697,0.13794,0.04408
Japanese,M,epr,epr_jpn,9,8,pol,polite,8.591,,132.4,131,18.2,98,173.2,75.2,84.42,84.41,2.4,-0.33,9.51,9.84,71.5,64,43.7,0.02058,0.00612,0.01015,0.0015,0.11578,0.09751,0.0393,-3.38,-11.9,-20.2,9.7,0.2297,0.02058,0.00612,0.11551,0.03937
Japanese,M,epr,epr_jpn,9,9,cas,casual,7.221,,129.1,131.9,14.2,97.4,176.4,79,84.05,84.52,1.92,-0.45,9.83,10.27,71.3,63.9,44.1,0.01522,0.0048,0.00821,0.001,0.10193,0.10539,0.03158,-2.09,-13.7,-20.8,11.3,0.1676,0.01522,0.0048,0.10193,0.03158
Japanese,M,epr,epr_jpn,9,9,pol,polite,7.647,,131.9,135.1,16.7,98.8,175.1,76.3,84.38,84.94,2.26,-0.19,9.7,9.89,72.2,64.7,44.2,0.01473,0.00404,0.00642,0.001,0.09234,0.1203,0.02913,-2.18,-13.5,-20.9,11.3,0.1626,0.01473,0.00404,0.09234,0.02913
Japanese,F,ppt,ppt_jpn,11,1,cas,casual,22.889,,206,217.3,49.3,78,297.9,219.9,91.57,93.17,5.22,-4.31,18.89,23.21,61,56.2,34.9,0.01337,0.00468,0.00712,0.0019,0.10789,0.09976,0.04439,0.94,-15.5,-20.7,12.9,0.1679,0.01337,0.00468,0.10773,0.04431
